»’∆⁄,÷ ¡øµ»º∂,AQI÷∏ ˝,µ±ÃÏAQI≈≈√˚,PM2.5,PM10,So2,No2,Co,O3
2022/7/12,”≈,27,76,10,21,7,16,0.5,68
2022/7/13,”≈,31,148,12,23,8,16,0.52,78
2022/7/14,”≈,33,140,12,24,8,17,0.53,88
2022/7/15,”≈,34,137,14,25,8,18,0.59,93
2022/7/16,”≈,43,257,18,34,9,22,0.64,99
2022/7/17,”≈,37,211,17,31,8,18,0.63,86
2022/7/18,”≈,28,124,18,27,7,19,0.68,54
2022/7/19,”≈,24,86,13,22,7,14,0.6,55
2022/7/20,”≈,29,153,14,25,9,20,0.61,70
2022/7/21,”≈,35,195,15,29,8,25,0.68,72
2022/7/22,”≈,25,69,12,24,8,18,0.53,55
2022/7/23,”≈,30,123,14,27,8,24,0.6,74
2022/7/24,”≈,43,216,18,34,9,26,0.68,91
2022/7/25,”≈,44,199,22,39,9,24,0.68,94
2022/7/26,”≈,39,173,16,29,8,22,0.63,94
2022/7/27,”≈,30,68,13,26,7,19,0.59,76
2022/7/28,”≈,41,219,18,33,8,24,0.65,87
2022/7/29,”≈,50,292,20,36,8,27,0.64,99
2022/7/30,”≈,43,225,17,34,8,29,0.6,89
2022/7/31,”≈,36,145,16,28,8,22,0.55,84
2022/8/1,”≈,35,120,16,28,7,20,0.54,89
2022/8/2,”≈,40,151,21,34,9,19,0.61,104
2022/8/3,”≈,40,160,20,33,8,21,0.59,88
2022/8/4,”≈,35,159,17,29,8,20,0.59,87
2022/8/5,”≈,36,199,18,29,8,19,0.62,91
2022/8/6,”≈,29,150,12,22,7,18,0.59,75
2022/8/7,”≈,26,98,9,18,8,15,0.56,72
2022/8/8,”≈,31,176,11,21,8,19,0.57,84
2022/8/9,”≈,30,185,12,23,8,19,0.56,75
2022/8/10,”≈,32,189,13,24,8,20,0.56,80
2022/8/11,”≈,30,134,12,23,8,19,0.55,70
2022/8/12,”≈,26,112,10,17,8,15,0.52,70
2022/8/13,”≈,27,98,9,18,8,14,0.49,78
2022/8/14,”≈,30,122,10,20,8,16,0.5,84
2022/8/15,”≈,35,190,14,26,9,21,0.6,88
2022/8/16,”≈,35,181,16,28,9,22,0.6,79
2022/8/17,”≈,27,74,12,22,8,14,0.52,74
2022/8/18,”≈,27,77,11,21,7,14,0.51,77
2022/8/19,”≈,32,155,13,24,8,19,0.53,85
2022/8/20,”≈,34,181,16,27,8,20,0.57,78
2022/8/21,”≈,26,114,11,20,7,12,0.48,75
2022/8/22,”≈,30,160,14,23,8,14,0.56,83
2022/8/23,”≈,29,118,13,21,8,17,0.56,75
2022/8/24,”≈,27,87,13,20,7,14,0.56,76
2022/8/25,”≈,35,177,16,27,7,14,0.59,96
2022/8/26,”≈,31,177,16,26,7,13,0.57,90
2022/8/27,”≈,24,91,9,16,7,12,0.46,72
2022/8/28,”≈,25,120,10,18,6,11,0.51,73
2022/8/29,”≈,29,169,17,26,7,13,0.61,69
2022/8/30,”≈,21,62,13,18,6,13,0.6,47
2022/8/31,”≈,19,18,10,16,6,16,0.5,54
2022/9/1,”≈,22,51,14,22,6,19,0.56,44
2022/9/2,”≈,32,117,21,32,7,22,0.65,41
2022/9/3,”≈,28,74,19,28,6,22,0.6,41
2022/9/4,”≈,33,126,20,30,6,19,0.56,64
2022/9/5,”≈,48,221,26,44,9,33,0.63,81
2022/9/6,¡º,64,279,37,64,10,46,0.72,84
2022/9/7,¡º,70,297,45,75,12,43,0.78,93
2022/9/8,¡º,74,304,54,76,11,29,0.73,70
2022/9/9,¡º,58,226,41,53,7,25,0.68,55
2022/9/10,¡º,58,244,41,54,8,22,0.7,72
2022/9/11,¡º,64,286,42,58,9,25,0.73,92
2022/9/12,¡º,70,272,44,61,10,31,0.75,98
2022/9/13,¡º,59,228,38,55,10,28,0.74,98
2022/9/14,”≈,47,187,30,46,8,18,0.65,108
2022/9/15,¡º,69,312,50,64,8,25,0.78,67
2022/9/16,¡º,79,317,58,77,9,29,0.83,71
2022/9/17,¡º,77,308,56,76,10,26,0.83,82
2022/9/18,¡º,66,263,47,65,10,20,0.79,72
2022/9/19,¡º,57,268,39,55,10,18,0.76,89
2022/9/20,”≈,34,133,23,33,7,17,0.67,61
2022/9/21,”≈,21,16,13,20,6,17,0.59,53
2022/9/22,”≈,23,24,15,23,6,23,0.67,32
2022/9/23,”≈,25,73,15,25,6,24,0.6,36
2022/9/24,”≈,25,60,15,25,6,22,0.52,43
2022/9/25,”≈,30,56,19,29,7,27,0.62,39
2022/9/26,”≈,35,79,20,35,8,29,0.65,41
2022/9/27,”≈,23,23,15,23,6,21,0.53,40
2022/9/28,”≈,24,23,14,24,6,24,0.57,45
2022/9/29,”≈,36,99,18,33,7,29,0.64,51
2022/9/30,”≈,41,133,22,39,10,34,0.69,66
2022/10/1,”≈,42,173,25,40,10,29,0.63,58
2022/10/2,”≈,42,213,27,39,10,22,0.58,62
2022/10/3,”≈,36,215,20,34,8,19,0.51,49
2022/10/4,”≈,34,240,21,33,7,15,0.47,36
2022/10/5,”≈,30,210,19,30,7,18,0.53,28
2022/10/6,”≈,14,26,9,14,6,13,0.5,27
2022/10/7,”≈,16,37,10,16,6,19,0.5,24
2022/10/8,”≈,19,38,12,18,6,22,0.56,16
2022/10/9,”≈,25,95,15,25,7,22,0.62,18
2022/10/10,”≈,44,281,19,44,9,26,0.5,38
2022/10/11,”≈,41,155,19,41,9,28,0.52,50
2022/10/12,¡º,53,226,31,57,13,39,0.58,39
2022/10/13,¡º,81,298,59,87,13,34,0.66,31
2022/10/14,¡º,77,273,56,82,12,33,0.67,35
2022/10/15,¡º,83,272,61,89,13,39,0.72,40
2022/10/16,¡º,84,296,62,88,12,37,0.78,55
2022/10/17,¡º,74,299,54,81,12,42,0.8,67
2022/10/18,¡º,72,299,51,78,13,45,0.82,74
2022/10/19,¡º,60,225,38,65,12,44,0.74,73
2022/10/20,¡º,53,153,31,54,12,41,0.64,80
2022/10/21,¡º,72,235,51,77,15,53,0.73,81
2022/10/22,¡º,93,300,69,103,16,67,0.92,64
2022/10/23,«·∂»Œ€»æ,119,324,90,127,16,69,1.05,42
2022/10/24,¡º,68,219,49,67,11,28,0.67,68
2022/10/25,”≈,48,139,33,47,9,25,0.58,63
2022/10/26,¡º,57,216,40,56,8,30,0.64,45
2022/10/27,¡º,60,256,43,57,7,33,0.72,24
2022/10/28,”≈,30,103,18,29,8,28,0.65,26
2022/10/29,”≈,27,61,16,27,8,31,0.66,23
2022/10/30,”≈,40,127,26,41,9,34,0.68,21
2022/10/31,”≈,50,177,33,52,9,36,0.75,36
2022/11/1,¡º,55,224,37,56,10,39,0.75,51
2022/11/2,”≈,47,144,29,47,10,39,0.64,53
2022/11/3,¡º,62,250,43,69,15,44,0.7,40
2022/11/4,¡º,72,303,52,72,12,37,0.73,23
2022/11/5,¡º,63,233,45,61,9,31,0.68,36
2022/11/6,¡º,79,266,58,82,11,38,0.78,38
2022/11/7,¡º,83,270,61,87,12,42,0.85,45
2022/11/8,¡º,81,243,60,80,11,36,0.82,38
2022/11/9,¡º,61,178,43,61,9,33,0.77,47
2022/11/10,¡º,76,223,56,80,12,41,0.84,33
2022/11/11,¡º,80,249,59,81,12,34,0.82,47
2022/11/12,¡º,51,251,34,50,9,20,0.56,46
2022/11/13,”≈,37,170,22,37,8,17,0.48,46
2022/11/14,”≈,35,82,24,35,7,18,0.48,34
2022/11/15,”≈,39,96,27,37,8,21,0.57,23
2022/11/16,”≈,43,110,29,43,9,25,0.63,26
2022/11/17,¡º,58,179,41,57,8,27,0.73,23
2022/11/18,¡º,63,207,45,62,11,29,0.78,20
2022/11/19,¡º,80,266,59,74,10,26,0.79,43
2022/11/20,¡º,68,238,49,62,8,23,0.77,34
2022/11/21,¡º,72,274,52,69,10,25,0.78,40
2022/11/22,¡º,54,245,38,52,8,25,0.74,32
2022/11/23,¡º,61,238,43,58,9,29,0.83,15
2022/11/24,¡º,62,223,45,58,8,25,0.89,15
2022/11/25,¡º,57,191,41,55,8,25,0.85,37
2022/11/26,¡º,58,204,41,56,9,27,0.89,34
2022/11/27,¡º,79,279,58,77,12,27,0.93,47
2022/11/28,¡º,80,269,59,77,11,24,0.88,50
2022/11/29,¡º,60,237,42,58,8,21,0.85,24
2022/11/30,”≈,22,77,14,22,6,15,0.61,30
2022/12/1,”≈,24,94,16,23,5,16,0.59,27
2022/12/2,”≈,34,108,23,33,7,20,0.63,19
2022/12/3,”≈,50,170,35,47,9,25,0.73,14
2022/12/4,¡º,53,201,37,49,8,27,0.73,14
2022/12/5,¡º,53,187,37,50,9,29,0.75,19
2022/12/6,¡º,55,165,38,53,10,31,0.8,14
2022/12/7,¡º,73,213,53,74,11,37,0.9,9
2022/12/8,¡º,83,211,61,82,12,39,0.9,9
2022/12/9,¡º,90,204,67,88,12,42,0.94,10
2022/12/10,«·∂»Œ€»æ,101,245,76,102,13,44,0.96,9
2022/12/11,«·∂»Œ€»æ,109,283,82,107,11,37,0.93,22
2022/12/12,«·∂»Œ€»æ,106,232,79,106,10,37,0.9,21
2022/12/13,«·∂»Œ€»æ,111,280,83,113,11,42,0.96,13
2022/12/14,¡º,83,256,61,83,9,37,0.84,18
2022/12/15,«·∂»Œ€»æ,113,312,85,118,10,44,0.99,10
2022/12/16,«·∂»Œ€»æ,123,324,93,125,12,41,0.93,13
2022/12/17,¡º,57,192,40,61,7,28,0.65,32
2022/12/18,¡º,63,257,45,68,8,31,0.69,26
2022/12/19,¡º,71,230,51,75,8,38,0.8,28
2022/12/20,¡º,94,243,70,98,12,44,0.82,22
2022/12/21,¡º,93,252,69,96,9,40,0.88,35
2022/12/22,«·∂»Œ€»æ,117,318,88,120,11,54,0.98,19
2022/12/23,÷–∂»Œ€»æ,153,326,116,153,12,63,1.13,19
2022/12/24,÷–∂»Œ€»æ,151,325,116,150,12,55,1.06,33
2022/12/25,«·∂»Œ€»æ,119,325,90,115,11,40,0.85,32
2022/12/26,¡º,65,172,47,59,7,28,0.71,34
2022/12/27,¡º,65,146,46,56,7,28,0.73,24
2022/12/28,”≈,41,71,28,36,8,28,0.63,27
2022/12/29,”≈,48,92,33,43,8,34,0.67,18
2022/12/30,¡º,55,109,39,52,8,37,0.7,17
2022/12/31,¡º,79,174,58,75,10,40,0.8,15
2023/1/1,¡º,69,148,50,62,7,33,0.72,19
2023/1/2,¡º,78,187,57,70,9,33,0.76,15
2023/1/3,¡º,81,190,59,73,8,34,0.81,11
2023/1/4,¡º,79,174,58,74,9,35,0.76,12
2023/1/5,¡º,93,164,69,92,9,40,0.87,11
2023/1/6,¡º,90,139,67,92,8,42,0.93,20
2023/1/7,¡º,91,162,67,91,8,45,0.92,26
2023/1/8,«·∂»Œ€»æ,116,246,87,119,9,51,1.09,24
2023/1/9,«·∂»Œ€»æ,131,271,99,134,9,54,1.12,27
2023/1/10,«·∂»Œ€»æ,141,284,107,141,9,54,1.17,28
2023/1/11,÷–∂»Œ€»æ,164,294,124,159,10,55,1.21,17
2023/1/12,÷–∂»Œ€»æ,174,274,131,165,10,48,1.03,30
2023/1/13,÷–∂»Œ€»æ,190,288,143,178,10,49,1.1,22
2023/1/14,¡º,85,299,52,106,6,23,0.57,39
2023/1/15,”≈,39,184,22,39,6,18,0.42,41
2023/1/16,¡º,51,166,32,54,6,23,0.49,29
2023/1/17,”≈,49,81,34,47,6,23,0.55,26
2023/1/18,¡º,64,134,46,64,6,26,0.64,23
2023/1/19,¡º,70,132,50,64,6,27,0.73,27
2023/1/20,¡º,87,243,64,81,7,31,0.88,19
2023/1/21,«·∂»Œ€»æ,116,258,87,108,9,28,0.95,19
2023/1/22,÷–∂»Œ€»æ,176,256,134,163,10,23,0.88,30
2023/1/23,«·∂»Œ€»æ,137,280,105,130,9,25,0.86,29
2023/1/24,«·∂»Œ€»æ,103,309,77,104,8,23,0.79,31
2023/1/25,¡º,81,294,59,91,8,21,0.76,45
2023/1/26,¡º,100,287,75,113,8,28,0.86,30
2023/1/27,«·∂»Œ€»æ,116,321,87,124,8,29,0.91,31
2023/1/28,«·∂»Œ€»æ,103,321,77,109,8,35,0.94,31
2023/1/29,¡º,95,296,70,100,9,36,0.9,44
2023/1/30,¡º,91,249,67,95,9,42,0.89,55
2023/1/31,«·∂»Œ€»æ,112,263,84,113,11,52,1.01,48
2023/2/1,«·∂»Œ€»æ,142,291,108,139,12,61,1.11,31
2023/2/2,«·∂»Œ€»æ,146,326,111,142,11,48,1.06,46
2023/2/3,«·∂»Œ€»æ,116,314,87,115,9,39,0.9,50
2023/2/4,«·∂»Œ€»æ,135,309,103,130,11,48,1,29
2023/2/5,¡º,90,190,67,84,8,35,0.9,42
2023/2/6,¡º,94,202,69,89,11,48,0.98,30
2023/2/7,«·∂»Œ€»æ,125,254,94,122,12,57,1.14,14
2023/2/8,«·∂»Œ€»æ,116,277,87,110,10,42,1.02,26
2023/2/9,¡º,74,253,53,69,7,34,0.89,22
2023/2/10,¡º,53,155,37,50,8,33,0.93,25
2023/2/11,”≈,44,131,30,43,9,34,0.88,25
2023/2/12,¡º,53,194,37,53,10,32,0.89,17
2023/2/13,”≈,23,61,15,23,6,22,0.84,23
2023/2/14,”≈,25,53,17,24,6,25,0.84,28
2023/2/15,”≈,38,75,26,36,8,30,0.85,20
2023/2/16,”≈,49,82,34,48,9,35,0.87,20
2023/2/17,¡º,60,110,43,59,9,34,0.89,30
2023/2/18,¡º,67,142,48,67,10,36,0.9,32
2023/2/19,¡º,75,240,54,72,11,39,0.9,30
2023/2/20,¡º,82,254,61,77,9,39,0.96,15
2023/2/21,”≈,47,113,33,45,6,26,0.6,46
2023/2/22,”≈,44,91,31,40,6,29,0.59,41
2023/2/23,¡º,54,121,38,51,8,36,0.71,23
2023/2/24,¡º,61,178,43,59,10,37,0.76,33
2023/2/25,¡º,56,173,39,57,9,40,0.76,37
2023/2/26,¡º,56,137,39,58,8,35,0.63,65
2023/2/27,¡º,62,126,44,64,10,35,0.67,70
2023/2/28,¡º,83,215,61,85,13,40,0.78,48
2023/3/1,¡º,100,262,75,97,12,44,0.84,21
2023/3/1,¡º,100,261,75,97,12,44,0.84,21
2023/3/2,¡º,91,266,68,88,10,37,0.81,22
2023/3/3,¡º,84,234,62,85,10,37,0.79,37
2023/3/4,¡º,70,163,50,74,9,43,0.78,49
2023/3/5,¡º,72,171,52,82,14,56,0.89,43
2023/3/6,¡º,86,253,64,91,15,56,0.93,24
2023/3/7,¡º,79,213,58,76,9,38,0.9,26
2023/3/8,¡º,83,223,61,83,10,41,1,44
2023/3/9,¡º,71,171,51,73,10,43,0.97,52
2023/3/10,”≈,48,54,31,48,9,31,0.67,60
2023/3/11,”≈,49,72,31,51,10,36,0.71,55
2023/3/12,¡º,56,127,24,66,6,18,0.43,64
2023/3/13,”≈,37,53,18,36,8,23,0.51,60
2023/3/14,”≈,46,49,25,48,11,34,0.65,60
2023/3/15,¡º,65,129,45,74,14,47,0.8,49
2023/3/16,¡º,61,154,43,64,10,30,0.68,55
2023/3/17,”≈,35,120,22,35,8,23,0.63,61
2023/3/18,”≈,28,29,18,28,7,24,0.66,42
2023/3/19,”≈,29,48,18,29,8,24,0.68,43
2023/3/20,”≈,32,58,19,31,9,25,0.7,53
2023/3/21,”≈,45,114,27,45,11,39,0.78,46
2023/3/22,¡º,56,150,38,63,12,36,0.79,47
2023/3/23,”≈,36,91,23,36,7,21,0.64,32
2023/3/24,”≈,23,44,15,23,6,22,0.58,35
2023/3/25,”≈,22,25,14,22,6,22,0.65,28
2023/3/26,”≈,29,57,19,29,6,24,0.7,19
2023/3/27,”≈,28,55,17,28,7,28,0.65,27
2023/3/28,”≈,37,70,23,37,7,35,0.7,25
2023/3/29,”≈,48,113,31,48,8,37,0.77,23
2023/3/30,”≈,44,115,27,44,7,34,0.78,45
2023/3/31,¡º,51,126,31,52,9,48,0.84,28
2023/4/1,”≈,45,80,28,45,8,30,0.78,52
2023/4/2,”≈,48,97,32,50,9,27,0.75,75
2023/4/3,”≈,46,203,30,47,9,21,0.68,59
2023/4/4,”≈,30,116,16,29,9,19,0.6,65
2023/4/5,”≈,25,32,15,25,7,19,0.65,45
2023/4/6,”≈,41,112,21,44,6,16,0.56,63
2023/4/7,¡º,60,211,32,69,9,36,0.69,28
2023/4/8,¡º,65,227,37,81,11,36,0.73,48
2023/4/9,¡º,70,189,38,89,10,43,0.74,59
2023/4/10,¡º,74,201,43,95,12,43,0.8,84
2023/4/11,¡º,66,129,42,77,10,39,0.79,94
2023/4/12,¡º,57,94,38,63,9,37,0.8,64
2023/4/13,¡º,57,105,39,64,9,31,0.81,37
2023/4/14,¡º,61,144,42,68,11,31,0.84,54
2023/4/15,¡º,58,107,32,67,9,35,0.73,70
2023/4/16,¡º,63,118,30,68,10,35,0.7,95
2023/4/17,¡º,59,94,37,66,11,36,0.78,94
2023/4/18,”≈,45,85,31,44,7,26,0.83,65
2023/4/19,”≈,45,122,28,41,8,25,0.87,76
2023/4/20,”≈,43,89,27,43,8,31,0.77,71
2023/4/21,”≈,50,152,33,50,9,30,0.8,51
2023/4/22,”≈,21,30,12,21,6,16,0.62,35
2023/4/23,”≈,16,22,10,16,6,15,0.6,34
2023/4/24,”≈,19,44,12,19,6,17,0.6,30
2023/4/25,”≈,30,80,16,26,7,21,0.63,56
2023/4/26,”≈,45,187,25,46,9,37,0.76,55
2023/4/27,”≈,40,68,22,40,8,25,0.67,69
2023/4/28,”≈,45,113,27,46,9,27,0.67,49
2023/4/29,¡º,59,166,28,68,8,21,0.54,67
2023/4/30,¡º,63,175,31,76,9,35,0.62,72
2023/5/1,¡º,58,135,29,66,10,31,0.63,75
2023/5/2,¡º,55,144,29,60,11,23,0.62,86
2023/5/3,¡º,53,226,32,57,9,19,0.71,89
2023/5/4,”≈,47,273,31,46,10,17,0.68,84
2023/5/5,”≈,37,206,24,36,8,20,0.7,68
2023/5/6,”≈,30,99,19,30,7,17,0.62,51
2023/5/7,”≈,25,54,16,24,7,18,0.66,40
2023/5/8,”≈,24,43,15,24,6,18,0.6,54
2023/5/9,”≈,31,67,21,31,7,20,0.63,56
2023/5/10,”≈,32,66,21,31,6,22,0.65,44
2023/5/11,”≈,33,63,20,30,8,23,0.69,56
2023/5/12,”≈,44,111,25,44,11,28,0.65,78
2023/5/13,¡º,54,204,31,58,12,43,0.71,72
2023/5/14,¡º,63,196,41,73,12,47,0.85,80
2023/5/15,¡º,69,246,48,83,13,55,0.89,59
2023/5/16,”≈,45,106,28,41,9,25,0.68,91
2023/5/17,”≈,48,223,27,43,10,29,0.68,90
2023/5/18,¡º,52,246,34,54,10,35,0.67,53
2023/5/19,¡º,61,248,44,61,8,39,0.82,25
2023/5/20,¡º,56,165,39,53,8,26,0.77,47
2023/5/21,”≈,39,82,26,38,8,22,0.69,46
2023/5/22,”≈,23,17,11,22,7,16,0.51,61
2023/5/23,”≈,33,66,19,32,9,24,0.64,55
2023/5/24,”≈,38,81,21,35,8,22,0.66,69
2023/5/25,”≈,47,148,30,49,10,33,0.69,55
2023/5/26,¡º,63,279,45,59,8,28,0.77,48
2023/5/27,¡º,65,321,46,64,9,28,0.8,44
2023/5/28,¡º,58,328,40,57,8,21,0.75,76
2023/5/29,”≈,48,256,29,45,10,22,0.78,82
2023/5/30,”≈,44,206,30,43,9,23,0.82,73
2023/5/31,”≈,32,77,18,30,9,18,0.72,71
