»’∆⁄,÷ ¡øµ»º∂,AQI÷∏ ˝,µ±ÃÏAQI≈≈√˚,PM2.5,PM10,So2,No2,Co,O3
2019/12/11,«·∂»Œ€»æ,135,311,103,142,11,65,1.31,9
2019/12/12,«·∂»Œ€»æ,142,342,108,145,10,62,1.28,8
2019/12/13,«·∂»Œ€»æ,146,328,111,155,9,57,1.44,5
2019/12/14,÷–∂»Œ€»æ,151,329,115,154,9,44,1.25,4
2019/12/15,«·∂»Œ€»æ,101,291,75,100,8,44,1.19,6
2019/12/16,¡º,94,281,70,94,7,49,1.1,14
2019/12/17,¡º,92,300,68,99,7,45,1.3,5
2019/12/18,”≈,43,136,30,40,5,36,0.84,14
2019/12/19,”≈,41,107,28,38,5,36,0.77,14
2019/12/20,”≈,42,105,29,41,6,34,0.89,6
2019/12/21,¡º,52,140,36,49,6,38,0.87,6
2019/12/22,¡º,52,137,36,51,6,36,0.86,10
2019/12/23,¡º,66,167,47,71,8,45,0.96,9
2019/12/24,¡º,70,188,50,78,9,43,1.02,6
2019/12/25,¡º,75,219,54,79,9,41,0.96,6
2019/12/26,¡º,61,215,41,61,13,36,0.7,21
2019/12/27,¡º,56,129,38,61,7,44,0.65,16
2019/12/28,¡º,76,159,55,79,7,47,0.83,5
2019/12/29,¡º,83,185,61,85,8,48,0.99,10
2019/12/30,«·∂»Œ€»æ,134,345,102,138,10,48,1.13,6
2019/12/31,«·∂»Œ€»æ,124,338,94,127,10,48,1.13,7
2020/1/1,¡º,89,264,66,91,10,50,0.99,15
2020/1/2,¡º,96,212,72,110,10,60,1.09,8
2020/1/3,«·∂»Œ€»æ,110,221,82,124,11,62,1.08,13
2020/1/4,«·∂»Œ€»æ,119,217,90,126,11,55,1.09,9
2020/1/5,¡º,61,114,43,54,7,38,1,11
2020/1/6,¡º,64,202,46,60,6,40,0.97,9
2020/1/7,¡º,54,212,37,53,7,41,0.98,30
2020/1/8,¡º,56,167,40,57,7,51,1.07,18
2020/1/9,”≈,39,66,26,36,6,39,1.12,9
2020/1/10,”≈,47,132,32,47,7,38,1.24,10
2020/1/11,¡º,57,179,39,60,8,42,1.23,18
2020/1/12,¡º,60,176,42,63,9,44,1.17,21
2020/1/13,¡º,68,166,49,74,10,55,1.09,11
2020/1/14,¡º,67,134,48,69,10,44,0.95,8
2020/1/15,”≈,45,58,30,44,9,37,0.82,18
2020/1/16,¡º,66,190,47,71,8,41,0.96,6
2020/1/17,¡º,73,177,53,76,9,41,1.06,10
2020/1/18,¡º,71,147,51,72,9,43,1.13,9
2020/1/19,¡º,92,218,68,93,7,43,1.14,19
2020/1/20,¡º,88,232,65,84,8,40,1.02,25
2020/1/21,¡º,83,188,61,80,8,35,0.98,22
2020/1/22,¡º,83,206,61,80,8,38,1.01,21
2020/1/23,¡º,88,218,65,83,7,34,1.03,20
2020/1/24,¡º,76,245,55,68,5,22,0.88,18
2020/1/25,¡º,52,143,36,44,5,17,0.72,24
2020/1/26,¡º,54,184,38,46,5,16,0.75,29
2020/1/27,”≈,44,132,30,36,7,18,0.79,33
2020/1/28,”≈,31,68,21,26,6,18,0.76,32
2020/1/29,”≈,49,127,34,42,7,19,0.8,40
2020/1/30,¡º,73,213,53,67,9,27,0.93,32
2020/1/31,¡º,75,204,55,65,7,26,0.97,28
2020/2/1,¡º,54,121,38,46,7,21,0.85,28
2020/2/2,¡º,62,231,44,55,5,19,0.78,25
2020/2/3,¡º,51,166,36,44,5,18,0.7,28
2020/2/4,”≈,46,185,32,40,6,19,0.76,35
2020/2/5,¡º,54,226,38,46,7,21,0.79,34
2020/2/6,¡º,56,257,40,48,5,15,0.76,36
2020/2/7,”≈,44,183,31,38,5,16,0.78,33
2020/2/8,¡º,56,190,39,49,6,22,0.83,23
2020/2/9,¡º,83,260,61,73,5,21,0.93,26
2020/2/10,¡º,78,271,57,69,7,28,0.96,25
2020/2/11,¡º,76,264,55,68,6,26,0.87,27
2020/2/12,¡º,69,242,50,62,6,24,0.84,44
2020/2/13,¡º,82,270,60,70,5,24,0.84,50
2020/2/14,«·∂»Œ€»æ,103,335,77,90,6,25,0.91,46
2020/2/15,”≈,43,284,28,45,5,9,0.44,59
2020/2/16,”≈,46,298,24,46,5,11,0.42,63
2020/2/17,¡º,51,306,33,52,6,24,0.55,46
2020/2/18,¡º,75,330,55,77,8,29,0.69,36
2020/2/19,«·∂»Œ€»æ,114,339,85,105,6,23,0.74,45
2020/2/20,¡º,92,257,68,84,6,25,0.67,33
2020/2/21,«·∂»Œ€»æ,112,325,84,107,5,21,0.72,31
2020/2/22,¡º,91,335,67,83,7,27,0.85,29
2020/2/23,«·∂»Œ€»æ,106,347,79,98,6,31,1.01,15
2020/2/24,¡º,69,204,50,62,5,25,0.9,20
2020/2/25,¡º,68,202,49,64,5,30,0.98,21
2020/2/26,¡º,61,193,43,57,7,31,1.02,15
2020/2/27,¡º,65,262,47,61,6,31,1.02,9
2020/2/28,”≈,28,108,19,26,4,21,0.8,21
2020/2/29,”≈,41,154,28,38,6,27,0.99,32
2020/3/1,¡º,59,255,41,56,8,35,1.2,30
2020/3/2,”≈,47,196,31,45,6,23,0.66,55
2020/3/3,”≈,30,84,20,27,5,22,0.62,39
2020/3/4,”≈,30,85,20,28,5,26,0.65,27
2020/3/5,”≈,38,124,25,36,7,28,0.67,28
2020/3/6,¡º,52,191,35,54,8,33,0.7,36
2020/3/7,¡º,68,229,49,71,8,35,0.88,40
2020/3/8,¡º,61,178,44,60,7,33,0.87,38
2020/3/9,¡º,69,278,45,73,6,29,0.68,42
2020/3/10,¡º,56,229,31,64,7,34,0.59,43
2020/3/11,¡º,60,190,39,71,7,39,0.68,35
2020/3/12,¡º,57,161,37,62,7,37,0.72,34
2020/3/13,¡º,77,300,56,85,10,51,0.98,22
2020/3/14,¡º,52,196,34,53,6,34,0.72,35
2020/3/15,¡º,72,302,52,83,8,43,0.9,19
2020/3/16,¡º,89,349,66,95,8,44,0.91,12
2020/3/17,¡º,56,150,38,58,6,34,0.65,41
2020/3/18,¡º,55,122,33,60,8,41,0.69,51
2020/3/19,¡º,60,184,38,70,10,56,0.76,64
2020/3/20,¡º,64,175,42,79,11,58,0.88,73
2020/3/21,¡º,71,235,50,85,13,46,0.83,84
2020/3/22,¡º,57,194,37,61,10,35,0.65,76
2020/3/23,¡º,59,206,38,67,10,43,0.85,68
2020/3/24,¡º,52,145,33,55,8,36,0.79,69
2020/3/25,¡º,52,158,35,55,8,31,0.76,79
2020/3/26,¡º,66,272,44,79,8,41,0.88,74
2020/3/27,¡º,51,311,30,66,5,24,0.51,38
2020/3/28,”≈,22,71,14,20,5,23,0.61,31
2020/3/29,”≈,29,117,18,28,5,28,0.51,35
2020/3/30,”≈,36,144,24,35,6,33,0.64,21
2020/3/31,”≈,44,174,28,44,7,36,0.67,40
2020/4/1,”≈,47,178,30,48,7,44,0.79,25
2020/4/2,”≈,50,190,31,51,9,45,0.81,17
2020/4/3,¡º,51,157,33,52,9,40,0.72,25
2020/4/4,¡º,52,141,36,52,6,40,0.74,18
2020/4/5,”≈,49,143,34,45,5,38,0.78,16
2020/4/6,¡º,54,145,37,58,5,48,0.84,21
2020/4/7,¡º,56,162,37,64,7,53,1.01,38
2020/4/8,¡º,61,197,43,65,7,52,0.99,47
2020/4/9,¡º,54,148,34,60,9,52,0.96,49
2020/4/10,¡º,52,141,34,54,6,44,0.79,42
2020/4/11,”≈,32,41,19,30,6,31,0.7,58
2020/4/12,”≈,47,139,23,49,8,41,0.77,61
2020/4/13,¡º,59,184,33,67,9,61,0.84,28
2020/4/14,¡º,60,161,40,69,9,49,0.78,56
2020/4/15,¡º,61,163,37,70,10,61,0.83,78
2020/4/16,¡º,78,257,52,98,16,72,1,80
2020/4/17,¡º,84,276,61,107,14,68,1.05,36
2020/4/18,”≈,39,57,26,38,5,33,0.72,26
2020/4/19,”≈,35,64,22,34,6,31,0.73,35
2020/4/20,”≈,35,80,23,34,5,33,0.69,33
2020/4/21,”≈,23,30,14,21,5,32,0.58,30
2020/4/22,”≈,21,35,14,18,4,27,0.55,43
2020/4/23,”≈,27,72,18,25,4,29,0.51,50
2020/4/24,”≈,40,122,26,40,5,36,0.63,48
2020/4/25,¡º,51,172,31,54,8,53,0.78,37
2020/4/26,”≈,50,165,27,54,10,53,0.82,57
2020/4/27,¡º,69,319,36,75,10,71,0.9,83
2020/4/28,¡º,69,261,33,76,11,74,0.91,84
2020/4/29,¡º,67,198,33,78,13,71,0.92,85
2020/4/30,¡º,75,257,54,79,7,49,0.87,84
2020/5/1,¡º,69,231,45,69,7,49,0.92,81
2020/5/2,¡º,73,282,39,71,9,58,0.91,97
2020/5/3,¡º,76,275,36,73,11,59,0.82,108
2020/5/4,¡º,65,257,30,63,10,44,0.72,98
2020/5/5,¡º,62,309,25,51,9,35,0.69,114
2020/5/6,”≈,34,82,14,28,6,24,0.65,91
2020/5/7,”≈,40,143,17,34,8,26,0.66,91
2020/5/8,”≈,34,134,18,33,6,24,0.67,66
2020/5/9,”≈,42,218,21,43,6,32,0.59,47
2020/5/10,”≈,46,157,22,44,8,32,0.5,85
2020/5/11,”≈,49,143,27,51,7,42,0.62,60
2020/5/12,¡º,55,201,30,61,7,42,0.73,54
2020/5/13,¡º,60,183,37,69,7,43,0.69,42
2020/5/14,¡º,51,164,34,51,5,42,0.8,33
2020/5/15,”≈,43,147,23,37,6,35,0.84,72
2020/5/16,”≈,49,185,28,49,6,39,0.78,76
2020/5/17,¡º,58,226,34,62,10,48,0.79,75
2020/5/18,¡º,71,303,33,69,9,53,0.86,97
2020/5/19,¡º,52,176,26,56,7,39,0.66,83
2020/5/20,”≈,43,122,25,44,5,27,0.65,69
2020/5/21,”≈,40,137,25,40,5,36,0.75,35
2020/5/22,¡º,53,255,33,56,6,39,0.76,68
2020/5/23,¡º,77,338,34,70,7,57,0.83,109
2020/5/24,¡º,53,244,33,61,7,48,0.76,50
2020/5/25,”≈,26,61,16,26,5,27,0.57,51
2020/5/26,”≈,44,250,23,45,7,47,0.69,30
2020/5/27,¡º,54,259,33,57,8,46,0.68,47
2020/5/28,”≈,45,144,28,45,7,37,0.6,58
2020/5/29,¡º,53,204,28,48,7,43,0.73,76
2020/5/30,¡º,53,264,24,50,8,49,0.71,78
2020/5/31,”≈,39,145,21,38,6,39,0.68,58
2020/6/1,”≈,48,222,22,41,6,38,0.79,74
2020/6/2,”≈,25,53,13,24,5,27,0.54,51
2020/6/3,”≈,37,160,16,35,5,32,0.59,68
2020/6/4,¡º,57,256,25,56,7,52,0.85,77
2020/6/5,¡º,78,319,32,69,8,53,0.81,118
2020/6/6,¡º,67,294,39,83,9,67,0.94,71
2020/6/7,¡º,62,277,43,67,6,48,0.83,41
2020/6/8,”≈,41,163,28,40,5,35,0.74,39
2020/6/9,”≈,37,174,21,37,5,31,0.61,33
2020/6/10,¡º,52,282,28,49,5,46,0.9,66
2020/6/11,¡º,52,289,29,55,7,62,1.05,33
2020/6/12,”≈,32,153,20,32,8,39,0.85,29
2020/6/13,”≈,48,263,29,48,6,42,0.92,48
2020/6/14,”≈,43,244,29,42,5,26,0.66,69
2020/6/15,”≈,39,215,18,33,6,28,0.68,69
2020/6/16,”≈,28,137,10,25,6,26,0.46,58
2020/6/17,”≈,22,75,12,22,6,26,0.63,31
2020/6/18,”≈,33,202,15,29,7,27,0.68,71
2020/6/19,”≈,41,212,17,36,8,36,0.73,80
2020/6/20,”≈,21,47,12,19,6,25,0.62,42
2020/6/21,”≈,32,171,18,32,6,36,0.75,44
2020/6/22,”≈,45,273,28,44,7,38,0.88,31
2020/6/23,”≈,39,245,26,38,6,36,0.85,25
2020/6/24,”≈,44,258,22,37,6,36,0.89,71
2020/6/25,¡º,51,281,19,37,7,38,0.84,89
2020/6/26,”≈,34,190,13,30,6,27,0.67,74
2020/6/27,”≈,24,108,16,23,5,25,0.68,40
2020/6/28,”≈,32,182,20,32,5,34,0.78,38
2020/6/29,”≈,44,278,23,39,5,36,0.89,69
2020/6/30,”≈,36,165,17,35,5,44,0.91,33
2020/7/1,”≈,25,65,14,24,5,36,0.8,29
2020/7/2,”≈,26,80,14,23,5,22,0.54,64
2020/7/3,”≈,38,225,17,31,7,32,0.72,67
2020/7/4,”≈,24,65,12,24,6,36,0.73,26
2020/7/5,”≈,28,109,16,28,6,32,0.75,25
2020/7/6,”≈,24,101,13,24,5,32,0.7,21
2020/7/7,”≈,35,192,20,35,6,45,1.07,16
2020/7/8,”≈,35,152,22,35,5,38,0.96,45
2020/7/9,”≈,32,134,14,28,6,32,0.77,58
2020/7/10,”≈,29,100,14,29,6,37,0.76,36
2020/7/11,”≈,22,53,13,22,5,27,0.65,31
2020/7/12,”≈,25,94,16,24,5,28,0.71,23
2020/7/13,”≈,24,74,13,21,5,26,0.72,59
2020/7/14,”≈,31,106,12,24,6,24,0.7,72
2020/7/15,”≈,32,138,17,32,6,31,0.74,33
2020/7/16,”≈,30,119,16,30,6,29,0.83,12
2020/7/17,”≈,15,15,8,14,5,25,0.69,24
2020/7/18,”≈,24,85,12,24,6,29,0.73,32
2020/7/19,”≈,31,170,11,23,7,24,0.54,75
2020/7/20,”≈,42,230,18,42,9,47,0.8,50
2020/7/21,”≈,35,155,16,35,8,31,0.75,47
2020/7/22,”≈,36,187,18,36,6,30,0.68,46
2020/7/23,¡º,54,315,24,51,7,40,0.87,68
2020/7/24,”≈,48,249,21,43,7,33,0.75,77
2020/7/25,”≈,45,224,21,42,7,29,0.65,72
2020/7/26,”≈,21,22,9,18,5,18,0.55,52
2020/7/27,”≈,47,285,14,34,7,33,0.72,88
2020/7/28,¡º,60,324,20,51,8,40,0.86,93
2020/7/29,”≈,40,202,14,36,7,32,0.64,74
2020/7/30,”≈,42,236,21,42,6,29,0.71,30
2020/7/31,”≈,39,257,22,40,5,28,0.69,50
2020/8/1,¡º,51,320,25,47,6,32,0.73,81
2020/8/2,”≈,50,337,25,48,6,30,0.74,92
2020/8/3,”≈,43,279,17,37,6,31,0.68,74
2020/8/4,”≈,31,198,10,26,7,29,0.58,54
2020/8/5,”≈,30,175,11,25,7,29,0.61,55
2020/8/6,”≈,29,194,10,24,7,26,0.58,61
2020/8/7,”≈,40,306,12,32,8,29,0.6,82
2020/8/8,”≈,44,316,21,40,8,28,0.69,81
2020/8/9,”≈,47,299,19,33,6,31,0.74,89
2020/8/10,¡º,61,343,22,40,7,31,0.84,111
2020/8/11,”≈,33,167,14,31,7,26,0.65,69
2020/8/12,”≈,25,126,10,23,7,23,0.53,48
2020/8/13,”≈,26,162,14,25,7,27,0.63,34
2020/8/14,”≈,31,208,12,27,6,29,0.6,52
2020/8/15,”≈,22,87,8,19,6,19,0.48,56
2020/8/16,”≈,21,69,8,19,6,17,0.44,48
2020/8/17,”≈,19,41,8,16,5,19,0.43,43
2020/8/18,”≈,28,122,14,28,7,23,0.49,51
2020/8/19,”≈,30,169,16,28,6,31,0.57,71
2020/8/20,¡º,52,337,30,53,8,43,0.75,70
2020/8/21,”≈,47,321,24,40,7,35,0.76,79
2020/8/22,”≈,41,201,14,30,8,29,0.61,82
2020/8/23,”≈,41,201,19,36,7,27,0.59,71
2020/8/24,”≈,33,156,17,33,6,23,0.57,58
2020/8/25,¡º,51,295,17,37,8,33,0.61,96
2020/8/26,¡º,74,355,24,55,9,51,0.8,116
2020/8/27,¡º,73,354,27,60,11,51,0.81,115
2020/8/28,¡º,66,325,25,54,10,44,0.75,108
2020/8/29,¡º,61,301,21,45,8,29,0.6,121
2020/8/30,”≈,46,201,22,45,7,28,0.6,92
2020/8/31,”≈,47,242,25,48,9,24,0.61,74
2020/9/1,¡º,60,310,30,55,9,26,0.64,97
2020/9/2,”≈,45,207,30,45,6,30,0.67,55
2020/9/3,”≈,46,173,31,46,6,40,0.75,29
2020/9/4,”≈,19,22,10,18,5,35,0.63,32
2020/9/5,”≈,32,69,14,31,7,40,0.74,46
2020/9/6,”≈,40,114,27,39,6,31,0.67,36
2020/9/7,”≈,42,150,18,36,6,40,0.78,65
2020/9/8,¡º,55,245,29,59,8,69,0.93,62
2020/9/9,”≈,46,202,20,40,7,38,0.71,70
2020/9/10,¡º,51,266,35,52,6,35,0.76,44
2020/9/11,”≈,43,273,29,44,7,32,0.74,41
2020/9/12,”≈,25,82,14,24,6,31,0.63,53
2020/9/13,”≈,17,25,10,14,5,25,0.65,49
2020/9/14,”≈,17,18,9,15,5,33,0.7,32
2020/9/15,”≈,25,78,14,25,5,41,0.86,20
2020/9/16,”≈,29,140,17,29,6,42,0.97,19
2020/9/17,”≈,20,39,11,18,5,28,0.63,48
2020/9/18,”≈,33,188,16,29,5,38,0.72,49
2020/9/19,”≈,47,244,21,45,8,50,0.81,58
2020/9/20,”≈,37,199,18,38,7,35,0.69,45
2020/9/21,”≈,33,185,20,33,6,34,0.82,10
2020/9/22,”≈,14,15,9,13,5,25,0.68,13
2020/9/23,”≈,23,69,13,23,6,37,0.78,18
2020/9/24,”≈,31,103,15,31,8,42,0.88,25
2020/9/25,”≈,18,30,10,17,5,31,0.69,33
2020/9/26,”≈,18,29,9,16,6,30,0.64,41
2020/9/27,”≈,30,101,14,29,8,37,0.66,51
2020/9/28,”≈,28,85,13,28,7,44,0.75,26
2020/9/29,”≈,33,127,18,33,6,45,0.81,20
2020/9/30,”≈,40,170,20,40,8,45,0.93,27
2020/10/1,”≈,29,69,15,29,8,40,0.84,25
2020/10/2,”≈,22,50,13,22,6,31,0.84,19
2020/10/3,”≈,18,44,10,18,6,27,0.83,12
2020/10/4,”≈,14,13,8,13,5,24,0.75,20
2020/10/5,”≈,16,27,10,16,6,25,0.64,32
2020/10/6,”≈,20,65,12,20,5,27,0.62,23
2020/10/7,”≈,24,78,14,24,6,35,0.75,13
2020/10/8,”≈,28,63,15,28,8,33,0.71,13
2020/10/9,”≈,26,43,13,26,5,34,0.7,10
2020/10/10,”≈,40,102,19,40,8,38,0.9,9
2020/10/11,¡º,52,177,28,55,8,42,1.05,5
2020/10/12,”≈,32,70,20,32,5,38,0.95,8
2020/10/13,”≈,40,123,21,40,7,32,0.98,4
2020/10/14,”≈,36,158,20,36,6,28,0.91,5
2020/10/15,”≈,16,24,10,16,5,27,0.6,19
2020/10/16,”≈,15,16,10,14,5,29,0.67,14
2020/10/17,”≈,26,81,16,26,6,35,0.59,25
2020/10/18,”≈,32,96,19,32,6,41,0.65,21
2020/10/19,¡º,53,193,32,56,7,46,0.83,15
2020/10/20,”≈,36,91,23,36,6,39,0.64,22
2020/10/21,”≈,47,147,29,49,6,43,0.69,19
2020/10/22,¡º,58,187,36,66,8,52,0.91,28
2020/10/23,¡º,65,208,41,81,9,62,1.01,32
2020/10/24,¡º,83,318,56,107,11,61,1,31
2020/10/25,¡º,84,299,55,116,13,74,1,17
2020/10/26,«·∂»Œ€»æ,104,295,77,134,10,61,1.18,10
2020/10/27,¡º,88,299,65,108,8,57,1.07,12
2020/10/28,”≈,33,63,22,34,5,35,0.72,11
2020/10/29,”≈,40,81,26,41,6,38,0.74,13
2020/10/30,¡º,52,141,34,55,7,40,0.9,9
2020/10/31,”≈,32,36,21,32,5,34,0.91,9
2020/11/1,”≈,31,54,20,30,5,32,0.78,18
2020/11/2,”≈,33,60,20,33,5,38,0.77,22
2020/11/3,”≈,43,126,26,44,6,45,0.88,11
2020/11/4,¡º,53,160,28,56,8,52,0.91,12
2020/11/5,¡º,62,164,37,73,10,56,0.87,14
2020/11/6,¡º,73,212,52,92,10,49,1.01,16
2020/11/7,¡º,71,184,50,90,8,57,1.16,28
2020/11/8,¡º,80,285,58,102,10,64,1.22,25
2020/11/9,¡º,92,316,68,115,12,63,1.18,34
2020/11/10,¡º,77,231,54,93,9,60,1,39
2020/11/11,¡º,57,143,35,68,9,56,0.81,38
2020/11/12,¡º,64,166,38,78,11,71,1.08,29
2020/11/13,¡º,66,209,41,82,12,69,1.06,36
2020/11/14,¡º,60,157,35,71,10,63,1,42
2020/11/15,¡º,62,148,37,76,11,67,1,37
2020/11/16,¡º,76,203,53,101,13,76,1.16,35
2020/11/17,¡º,100,303,75,127,14,75,1.15,42
2020/11/18,¡º,62,321,39,67,9,46,0.82,37
2020/11/19,¡º,67,336,41,84,10,64,0.97,39
2020/11/20,¡º,58,295,36,66,9,50,0.91,20
2020/11/21,”≈,34,149,20,34,6,31,0.74,16
2020/11/22,”≈,23,85,15,21,5,28,0.66,18
2020/11/23,”≈,25,69,15,24,6,28,0.6,11
2020/11/24,”≈,28,80,18,27,6,31,0.76,5
2020/11/25,”≈,27,69,17,26,6,28,0.83,7
2020/11/26,”≈,50,189,34,54,9,38,0.83,9
2020/11/27,¡º,60,244,42,66,8,40,0.85,6
2020/11/28,”≈,33,96,21,32,6,34,0.66,16
2020/11/29,”≈,44,130,28,45,7,36,0.77,12
2020/11/30,”≈,49,126,29,51,8,43,0.9,8
2020/12/1,”≈,49,134,32,50,6,39,0.78,16
2020/12/2,¡º,51,166,34,54,7,37,0.77,9
2020/12/3,”≈,39,125,26,38,6,36,0.8,13
2020/12/4,”≈,40,108,26,39,7,38,0.82,16
2020/12/5,”≈,47,114,31,47,8,43,0.85,18
2020/12/6,¡º,53,99,35,57,7,40,0.79,12
2020/12/7,¡º,71,207,52,78,8,43,1.04,5
2020/12/8,¡º,57,156,40,55,7,37,0.88,14
2020/12/9,”≈,43,64,25,45,8,41,0.88,13
2020/12/10,¡º,68,141,48,79,9,41,1.05,5
2020/12/11,¡º,77,187,56,84,8,41,1.08,5
2020/12/12,¡º,77,182,56,85,10,40,1.07,5
2020/12/13,¡º,67,181,48,66,7,38,1.03,6
2020/12/14,”≈,32,118,22,29,6,32,0.68,18
2020/12/15,”≈,45,185,29,44,6,38,0.59,15
2020/12/16,¡º,53,182,34,56,8,43,0.58,12
2020/12/17,”≈,47,122,28,50,7,43,0.49,21
2020/12/18,¡º,71,233,50,85,11,43,0.73,6
2020/12/19,¡º,81,286,60,90,9,46,0.82,6
2020/12/20,¡º,88,262,65,99,9,53,0.83,12
2020/12/21,¡º,92,249,68,105,9,57,0.95,19
2020/12/22,¡º,99,213,74,112,10,65,1.07,9
2020/12/23,«·∂»Œ€»æ,115,244,87,121,12,56,0.92,14
2020/12/24,«·∂»Œ€»æ,132,299,100,147,12,60,1.35,5
2020/12/25,«·∂»Œ€»æ,146,343,111,152,15,55,1.56,5
2020/12/26,÷–∂»Œ€»æ,190,339,143,196,14,60,1.53,5
2020/12/27,«·∂»Œ€»æ,146,282,111,157,10,58,1.41,15
2020/12/28,«·∂»Œ€»æ,134,228,99,139,10,56,1.09,11
2020/12/29,¡º,79,287,57,74,8,40,0.8,17
2020/12/30,¡º,59,324,42,60,8,43,0.67,8
2020/12/31,¡º,65,309,47,63,8,40,0.76,6
2021/1/1,¡º,77,311,57,78,9,41,0.9,13
2021/1/2,¡º,82,238,60,82,9,43,0.9,10
2021/1/3,«·∂»Œ€»æ,102,279,76,102,12,41,0.89,13
2021/1/4,¡º,96,249,71,95,10,40,0.93,7
2021/1/5,«·∂»Œ€»æ,102,283,77,107,12,45,1.01,8
2021/1/6,¡º,91,258,67,91,10,38,0.8,15
2021/1/7,¡º,74,304,54,69,8,29,0.65,37
2021/1/8,¡º,63,302,45,62,7,36,0.69,24
2021/1/9,¡º,83,334,62,85,9,41,0.8,10
2021/1/10,«·∂»Œ€»æ,102,345,77,99,9,42,0.83,13
2021/1/11,¡º,77,262,56,79,9,39,0.69,28
2021/1/12,¡º,72,154,50,84,11,46,0.72,30
2021/1/13,¡º,81,193,58,104,12,58,0.8,29
2021/1/14,«·∂»Œ€»æ,101,245,76,125,14,66,0.95,31
2021/1/15,«·∂»Œ€»æ,130,285,99,150,15,72,1.03,31
2021/1/16,÷–∂»Œ€»æ,151,347,115,162,13,69,1.17,15
2021/1/17,”≈,46,63,31,45,7,29,0.58,32
2021/1/18,”≈,48,70,32,48,8,37,0.7,21
2021/1/19,¡º,88,255,65,99,7,59,0.98,14
2021/1/20,«·∂»Œ€»æ,120,309,91,133,13,63,1.09,12
2021/1/21,«·∂»Œ€»æ,119,240,90,120,9,62,1.02,10
2021/1/22,«·∂»Œ€»æ,109,220,82,111,9,51,0.95,21
2021/1/23,«·∂»Œ€»æ,104,212,77,104,8,44,0.89,28
2021/1/24,¡º,98,169,73,96,8,43,0.95,17
2021/1/25,¡º,53,89,38,50,8,39,0.94,23
2021/1/26,¡º,63,128,45,66,8,43,1.06,10
2021/1/27,¡º,63,131,45,62,8,40,1.02,11
2021/1/28,¡º,60,150,43,62,8,43,1.04,19
2021/1/29,¡º,65,179,47,73,9,49,0.95,16
2021/1/30,¡º,91,275,68,104,10,48,0.91,20
2021/1/31,«·∂»Œ€»æ,110,311,83,117,11,48,0.91,16
2021/2/1,«·∂»Œ€»æ,112,332,84,116,8,44,0.95,29
2021/2/2,«·∂»Œ€»æ,106,336,79,108,10,51,0.97,16
2021/2/3,«·∂»Œ€»æ,113,320,85,116,10,47,1.07,10
2021/2/4,«·∂»Œ€»æ,122,326,92,124,9,48,1.11,11
2021/2/5,«·∂»Œ€»æ,107,329,80,106,8,37,0.92,23
2021/2/6,¡º,88,282,65,89,8,37,0.96,27
2021/2/7,¡º,94,308,70,91,9,42,0.99,33
2021/2/8,¡º,98,339,73,95,9,43,1.03,25
2021/2/9,¡º,71,252,51,69,9,36,0.86,30
2021/2/10,¡º,71,211,51,68,9,36,0.86,44
2021/2/11,¡º,68,172,50,64,8,31,0.71,46
2021/2/12,«·∂»Œ€»æ,102,223,76,94,12,24,0.65,54
2021/2/13,¡º,88,283,65,82,10,30,0.7,32
2021/2/14,¡º,90,319,66,86,8,22,0.7,44
2021/2/15,¡º,56,247,40,51,7,22,0.58,40
2021/2/16,”≈,32,60,22,30,7,18,0.52,39
2021/2/17,”≈,38,162,26,37,7,27,0.69,29
2021/2/18,”≈,41,127,28,40,7,33,0.67,33
2021/2/19,”≈,43,99,29,43,8,36,0.68,36
2021/2/20,¡º,53,182,36,54,9,43,0.79,41
2021/2/21,¡º,65,231,47,68,10,48,0.86,52
2021/2/22,¡º,83,289,61,87,10,52,0.97,58
2021/2/23,¡º,86,326,63,90,10,49,0.9,50
2021/2/24,¡º,60,243,42,63,8,31,0.74,66
2021/2/25,¡º,53,231,38,53,7,26,0.69,41
2021/2/26,”≈,23,59,15,21,6,21,0.58,29
2021/2/27,”≈,27,65,17,26,7,25,0.61,30
2021/2/28,”≈,27,54,16,27,7,24,0.62,24
2021/3/1,”≈,32,137,20,31,7,25,0.65,31
2021/3/2,”≈,43,148,26,43,8,36,0.75,14
2021/3/3,”≈,41,81,28,42,7,34,0.8,22
2021/3/4,”≈,49,126,31,51,9,37,0.92,30
2021/3/5,¡º,68,250,48,77,11,44,0.92,29
2021/3/6,¡º,75,330,54,79,9,47,0.98,13
2021/3/7,¡º,54,199,38,52,7,33,0.78,19
2021/3/8,”≈,32,54,21,31,7,30,0.65,27
2021/3/9,”≈,41,89,25,41,8,37,0.7,19
2021/3/10,”≈,37,75,22,37,7,37,0.71,13
2021/3/11,”≈,45,125,26,45,8,36,0.83,28
2021/3/12,”≈,47,120,29,48,9,42,0.83,32
2021/3/13,¡º,54,125,34,59,10,44,0.88,51
2021/3/14,¡º,56,102,35,61,9,41,0.82,45
2021/3/15,¡º,55,88,38,59,8,37,0.89,47
2021/3/16,¡º,54,103,38,57,9,43,1,25
2021/3/17,”≈,30,38,17,30,8,27,0.76,37
2021/3/18,”≈,36,57,20,36,8,31,0.89,28
2021/3/19,”≈,32,52,19,32,7,26,0.81,22
2021/3/20,¡º,52,148,25,61,7,23,0.6,34
2021/3/21,”≈,40,105,20,41,6,23,0.49,34
2021/3/22,¡º,60,128,28,70,7,27,0.5,29
2021/3/23,¡º,60,82,33,71,10,38,0.69,33
