date,OT,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3
2020-06-16 00:00:00,46,271,13,48,4,18,0.51,91
2020-06-17 00:00:00,49,290,13,50,4,15,0.54,105
2020-06-18 00:00:00,50,307,12,58,5,13,0.5,106
2020-06-19 00:00:00,98,358,24,146,6,22,0.62,91
2020-06-20 00:00:00,60,282,18,70,5,24,0.49,92
2020-06-21 00:00:00,60,301,16,71,6,19,0.4,92
2020-06-22 00:00:00,56,320,16,60,5,28,0.55,93
2020-06-23 00:00:00,64,343,21,79,6,37,0.82,82
2020-06-24 00:00:00,67,337,17,86,4,14,0.64,117
2020-06-25 00:00:00,53,291,19,60,5,19,0.72,98
2020-06-26 00:00:00,103,365,46,156,5,19,0.67,90
2020-06-27 00:00:00,96,358,29,125,5,15,0.67,105
2020-06-28 00:00:00,36,216,10,27,5,14,0.74,96
2020-06-29 00:00:00,59,343,15,63,5,18,0.47,89
2020-06-30 00:00:00,49,287,15,54,6,18,0.5,96
2020-07-01 00:00:00,77,346,26,106,6,32,0.69,76
2020-07-02 00:00:00,53,289,14,58,5,17,0.58,106
2020-07-03 00:00:00,42,258,11,37,4,17,0.57,104
2020-07-04 00:00:00,84,364,27,119,5,27,0.53,74
2020-07-05 00:00:00,83,365,32,117,6,27,0.56,71
2020-07-06 00:00:00,54,306,17,66,6,11,0.38,107
2020-07-07 00:00:00,36,208,11,27,5,14,0.42,106
2020-07-08 00:00:00,56,296,23,64,6,26,0.56,90
2020-07-09 00:00:00,49,277,20,55,5,13,0.44,102
2020-07-10 00:00:00,95,364,49,139,6,24,0.6,74
2020-07-11 00:00:00,81,345,39,112,5,15,0.51,96
2020-07-12 00:00:00,55,340,18,61,6,21,0.45,89
2020-07-13 00:00:00,59,353,16,68,6,16,0.34,86
2020-07-14 00:00:00,55,310,21,69,5,21,0.5,81
2020-07-15 00:00:00,46,239,17,47,5,17,0.45,84
2020-07-16 00:00:00,39,199,13,34,5,10,0.41,105
2020-07-17 00:00:00,64,336,23,78,6,29,0.63,66
2020-07-18 00:00:00,38,229,15,35,4,11,0.41,93
2020-07-19 00:00:00,38,245,16,38,5,18,0.38,68
2020-07-20 00:00:00,36,183,14,30,5,12,0.32,87
2020-07-21 00:00:00,40,198,17,39,5,15,0.39,85
2020-07-22 00:00:00,46,264,17,49,4,17,0.42,91
2020-07-23 00:00:00,35,174,13,25,5,10,0.31,107
2020-07-24 00:00:00,64,323,17,75,6,10,0.37,100
2020-07-25 00:00:00,57,290,14,57,5,16,0.43,99
2020-07-26 00:00:00,60,341,21,71,6,23,0.49,72
2020-07-27 00:00:00,45,268,15,47,5,9,0.38,95
2020-07-28 00:00:00,32,152,11,17,5,7,0.33,96
2020-07-29 00:00:00,42,217,14,35,6,11,0.38,89
2020-07-30 00:00:00,42,242,15,39,5,9,0.3,97
2020-07-31 00:00:00,31,162,14,24,5,10,0.35,87
2020-08-01 00:00:00,50,317,18,56,5,7,0.42,89
2020-08-02 00:00:00,87,363,37,124,4,8,0.34,81
2020-08-03 00:00:00,50,318,19,58,5,5,0.43,96
2020-08-04 00:00:00,49,331,20,54,4,6,0.43,96
2020-08-05 00:00:00,63,358,28,77,6,11,0.58,78
2020-08-06 00:00:00,47,345,20,51,5,6,0.48,95
2020-08-07 00:00:00,72,361,34,94,5,10,0.48,76
2020-08-08 00:00:00,60,357,28,69,6,13,0.43,78
2020-08-09 00:00:00,59,340,30,72,6,15,0.45,71
2020-08-10 00:00:00,32,156,16,29,5,14,0.42,82
2020-08-11 00:00:00,44,248,22,44,5,13,0.4,95
2020-08-12 00:00:00,41,287,18,42,4,19,0.4,92
2020-08-13 00:00:00,37,302,14,34,5,13,0.4,94
2020-08-14 00:00:00,38,280,16,32,6,9,0.4,94
2020-08-15 00:00:00,53,344,26,62,5,15,0.43,83
2020-08-16 00:00:00,62,342,33,75,6,11,0.42,93
2020-08-17 00:00:00,82,363,47,114,4,16,0.48,76
2020-08-18 00:00:00,69,355,39,90,4,9,0.48,83
2020-08-19 00:00:00,29,165,15,20,5,9,0.46,92
2020-08-20 00:00:00,37,267,20,36,5,14,0.55,75
2020-08-21 00:00:00,40,263,21,38,5,7,0.47,92
2020-08-22 00:00:00,34,132,15,30,6,9,0.28,88
2020-08-23 00:00:00,56,304,29,63,6,18,0.46,70
2020-08-24 00:00:00,77,365,43,105,7,14,0.48,75
2020-08-25 00:00:00,86,363,50,121,7,22,0.62,62
2020-08-26 00:00:00,80,361,39,110,6,21,0.64,58
2020-08-27 00:00:00,276,365,151,555,5,12,0.61,69
2020-08-28 00:00:00,63,308,29,76,6,13,0.6,68
2020-08-29 00:00:00,75,342,37,101,6,9,0.52,87
2020-08-30 00:00:00,83,356,43,116,5,22,0.62,56
2020-08-31 00:00:00,67,334,32,88,6,13,0.63,73
2020-09-01 00:00:00,106,365,49,162,6,25,0.75,48
2020-09-02 00:00:00,98,364,43,146,7,25,0.78,42
2020-09-03 00:00:00,105,364,47,160,6,29,0.9,33
2020-09-04 00:00:00,67,319,27,86,6,19,0.64,69
2020-09-05 00:00:00,45,162,18,52,5,17,0.45,76
2020-09-06 00:00:00,64,273,23,79,6,24,0.55,58
2020-09-07 00:00:00,55,225,21,63,6,19,0.5,64
2020-09-08 00:00:00,46,190,16,49,6,25,0.54,63
2020-09-09 00:00:00,69,287,24,88,7,31,0.61,53
2020-09-10 00:00:00,79,353,29,108,6,25,0.58,58
2020-09-11 00:00:00,98,363,34,148,7,34,0.6,46
2020-09-12 00:00:00,92,361,25,135,6,32,0.67,42
2020-09-13 00:00:00,41,201,19,43,6,17,0.4,55
2020-09-14 00:00:00,67,344,27,87,6,20,0.45,62
2020-09-15 00:00:00,45,278,20,49,5,13,0.29,69
2020-09-16 00:00:00,55,329,25,63,6,20,0.55,61
2020-09-17 00:00:00,83,364,42,116,8,33,0.71,47
2020-09-18 00:00:00,69,354,31,91,6,23,0.47,49
2020-09-19 00:00:00,41,202,12,45,5,9,0.34,73
2020-09-20 00:00:00,40,219,18,39,6,10,0.33,83
2020-09-21 00:00:00,106,363,65,162,5,20,0.51,63
2020-09-22 00:00:00,96,358,48,142,6,31,0.78,47
2020-09-23 00:00:00,87,355,43,123,6,34,0.9,46
2020-09-24 00:00:00,91,357,44,133,5,31,0.81,56
2020-09-25 00:00:00,71,322,31,93,6,33,0.7,57
2020-09-26 00:00:00,238,366,99,400,4,25,0.4,56
2020-09-27 00:00:00,316,363,114,432,6,24,0.4,51
2020-09-28 00:00:00,201,363,83,309,6,32,0.63,36
2020-09-29 00:00:00,486,363,287,1112,6,30,0.44,35
2020-09-30 00:00:00,359,363,148,528,6,35,0.56,39
2020-10-01 00:00:00,364,365,143,478,5,19,0.33,54
2020-10-02 00:00:00,232,363,114,357,5,22,0.5,46
2020-10-03 00:00:00,126,363,61,196,5,25,0.51,42
2020-10-04 00:00:00,116,363,63,184,6,24,0.53,51
2020-10-05 00:00:00,109,363,58,169,6,32,0.75,40
2020-10-06 00:00:00,97,359,45,144,5,30,0.58,42
2020-10-07 00:00:00,74,342,34,101,5,32,0.51,47
2020-10-08 00:00:00,78,336,33,106,8,37,0.85,42
2020-10-09 00:00:00,92,348,44,133,5,35,0.83,48
2020-10-10 00:00:00,101,335,43,150,5,33,0.6,49
2020-10-11 00:00:00,200,365,75,269,6,22,0.42,62
2020-10-12 00:00:00,233,365,117,354,7,36,0.54,41
2020-10-13 00:00:00,157,363,83,264,6,32,0.52,46
2020-10-14 00:00:00,116,362,57,184,7,42,0.66,34
2020-10-15 00:00:00,95,356,45,140,7,33,0.56,48
2020-10-16 00:00:00,95,362,45,141,7,44,0.65,38
2020-10-17 00:00:00,99,350,53,149,7,41,0.63,38
2020-10-18 00:00:00,97,352,49,144,7,44,0.71,38
2020-10-19 00:00:00,94,321,51,138,7,40,0.91,43
2020-10-20 00:00:00,92,288,50,132,5,41,1.07,41
2020-10-21 00:00:00,80,247,41,112,6,42,0.91,35
2020-10-22 00:00:00,75,272,38,99,5,40,0.86,45
2020-10-23 00:00:00,85,314,45,119,7,51,0.99,38
2020-10-24 00:00:00,82,313,46,113,9,47,1.1,36
2020-10-25 00:00:00,70,214,33,90,7,38,0.8,38
2020-10-26 00:00:00,85,251,44,120,7,42,0.85,35
2020-10-27 00:00:00,194,366,100,326,8,39,0.8,41
2020-10-28 00:00:00,137,363,73,225,6,43,0.95,32
2020-10-29 00:00:00,134,365,77,218,7,47,1.13,29
2020-10-30 00:00:00,110,334,56,169,7,41,1.0,36
2020-10-31 00:00:00,78,276,38,107,7,36,0.75,40
2020-11-01 00:00:00,73,280,38,98,6,38,0.76,32
2020-11-02 00:00:00,68,269,30,87,7,38,0.87,42
2020-11-03 00:00:00,82,352,38,112,6,39,1.14,41
2020-11-04 00:00:00,83,341,38,113,6,39,1.04,42
2020-11-05 00:00:00,81,300,44,110,6,42,0.92,42
2020-11-06 00:00:00,84,277,44,116,8,43,1.1,41
2020-11-07 00:00:00,83,263,46,116,7,43,1.0,43
2020-11-08 00:00:00,84,305,47,120,6,41,1.0,41
2020-11-09 00:00:00,99,337,58,144,9,50,1.38,31
2020-11-10 00:00:00,99,320,56,148,10,53,1.32,32
2020-11-11 00:00:00,88,296,56,125,8,44,0.88,39
2020-11-12 00:00:00,96,306,55,138,11,58,1.3,29
2020-11-13 00:00:00,86,281,46,122,8,46,1.25,39
2020-11-14 00:00:00,102,301,56,150,9,57,1.49,28
2020-11-15 00:00:00,109,297,67,169,11,61,1.45,20
2020-11-16 00:00:00,111,289,72,170,11,58,1.25,33
2020-11-17 00:00:00,99,300,64,146,10,55,1.24,43
2020-11-18 00:00:00,85,352,50,122,11,50,1.06,47
2020-11-19 00:00:00,101,364,59,148,11,55,1.18,44
2020-11-20 00:00:00,98,362,61,142,11,46,1.23,45
2020-11-21 00:00:00,119,364,46,187,8,20,0.33,57
2020-11-22 00:00:00,88,363,40,129,6,20,0.38,57
2020-11-23 00:00:00,87,358,34,125,10,27,0.45,50
2020-11-24 00:00:00,82,315,47,114,8,38,0.95,34
2020-11-25 00:00:00,65,245,39,81,7,33,0.8,40
2020-11-26 00:00:00,109,321,70,159,10,53,1.5,28
2020-11-27 00:00:00,85,291,45,119,10,37,0.89,44
2020-11-28 00:00:00,85,298,56,119,9,40,1.16,37
2020-11-29 00:00:00,91,301,58,132,10,36,0.85,41
2020-11-30 00:00:00,85,269,49,120,10,43,0.94,41
2020-12-01 00:00:00,89,275,56,127,12,47,1.04,41
2020-12-02 00:00:00,79,260,42,109,10,40,0.88,41
2020-12-03 00:00:00,77,268,38,105,10,37,0.77,46
2020-12-04 00:00:00,78,277,37,107,10,33,0.71,44
2020-12-05 00:00:00,72,216,35,95,11,26,0.67,53
2020-12-06 00:00:00,75,211,43,101,9,37,0.96,33
2020-12-07 00:00:00,84,252,40,118,11,43,0.87,32
2020-12-08 00:00:00,82,278,47,114,11,43,1.0,26
2020-12-09 00:00:00,73,212,48,98,6,36,0.79,29
2020-12-10 00:00:00,103,256,75,137,8,51,1.64,16
2020-12-11 00:00:00,100,238,75,130,7,46,1.46,21
2020-12-12 00:00:00,116,255,87,137,7,46,1.63,23
2020-12-13 00:00:00,78,212,57,94,7,28,0.81,39
2020-12-14 00:00:00,77,351,48,99,8,30,0.66,43
2020-12-15 00:00:00,134,362,52,217,8,26,0.7,47
2020-12-16 00:00:00,96,335,49,145,6,43,1.36,25
2020-12-17 00:00:00,70,232,35,90,8,30,0.89,42
2020-12-18 00:00:00,57,187,34,64,5,26,0.95,47
2020-12-19 00:00:00,52,134,35,54,6,29,1.04,40
2020-12-20 00:00:00,63,146,44,63,8,37,1.0,32
2020-12-21 00:00:00,90,244,67,101,9,53,1.95,20
2020-12-22 00:00:00,69,96,49,79,6,38,1.12,38
2020-12-23 00:00:00,67,90,47,72,6,37,1.24,35
2020-12-24 00:00:00,83,203,61,97,7,44,1.45,26
2020-12-25 00:00:00,96,260,71,107,6,48,1.7,23
2020-12-26 00:00:00,122,262,92,151,8,59,2.12,19
2020-12-27 00:00:00,127,245,96,141,8,55,1.78,22
2020-12-28 00:00:00,167,285,127,182,8,63,2.55,19
2020-12-29 00:00:00,125,348,94,134,6,48,1.31,30
2020-12-30 00:00:00,85,358,62,89,7,29,0.59,60
2020-12-31 00:00:00,85,351,63,91,8,45,1.02,35
2021-01-01 00:00:00,100,349,74,118,9,48,1.6,24
2021-01-02 00:00:00,82,229,60,89,7,33,0.9,37
2021-01-03 00:00:00,65,145,46,68,8,22,0.5,52
2021-01-04 00:00:00,73,187,53,74,6,30,0.73,36
2021-01-05 00:00:00,118,309,39,190,7,25,0.56,43
2021-01-06 00:00:00,121,318,54,192,8,39,1.15,34
2021-01-07 00:00:00,180,363,55,307,9,36,1.05,35
2021-01-08 00:00:00,116,361,50,182,9,35,0.81,41
2021-01-09 00:00:00,93,351,46,138,7,26,0.75,41
2021-01-10 00:00:00,85,327,43,120,7,27,0.74,48
2021-01-11 00:00:00,70,217,42,93,7,37,0.95,29
2021-01-12 00:00:00,86,220,58,105,7,46,1.26,31
2021-01-13 00:00:00,89,234,64,117,9,54,1.47,29
2021-01-14 00:00:00,104,253,73,130,9,54,1.63,38
2021-01-15 00:00:00,84,146,56,114,9,37,1.02,51
2021-01-16 00:00:00,80,182,38,111,8,41,0.84,36
2021-01-17 00:00:00,109,350,49,169,9,46,1.17,35
2021-01-18 00:00:00,126,360,70,200,10,45,1.59,32
2021-01-19 00:00:00,156,358,75,262,12,54,1.3,31
2021-01-20 00:00:00,159,355,88,265,12,61,1.57,28
2021-01-21 00:00:00,148,297,82,247,12,54,1.25,36
2021-01-22 00:00:00,152,290,91,252,12,63,1.97,29
2021-01-23 00:00:00,128,261,79,206,13,51,0.98,36
2021-01-24 00:00:00,114,196,67,178,10,45,0.83,47
2021-01-25 00:00:00,102,247,57,153,9,47,0.85,46
2021-01-26 00:00:00,100,237,55,151,11,45,0.69,48
2021-01-27 00:00:00,108,240,67,163,12,50,0.94,47
2021-01-28 00:00:00,108,283,64,166,10,52,0.98,46
2021-01-29 00:00:00,103,304,62,157,9,47,0.85,45
2021-01-30 00:00:00,109,325,69,167,10,52,1.07,47
2021-01-31 00:00:00,104,294,66,153,9,48,0.86,48
2021-02-01 00:00:00,107,322,70,156,10,48,0.93,48
2021-02-02 00:00:00,117,350,83,180,13,54,1.04,46
2021-02-03 00:00:00,108,313,71,153,9,48,1.04,50
2021-02-04 00:00:00,87,240,55,124,11,49,0.9,48
2021-02-05 00:00:00,91,285,61,124,10,48,0.97,47
2021-02-06 00:00:00,95,294,59,133,10,49,0.95,53
2021-02-07 00:00:00,94,307,61,133,10,50,1.19,50
2021-02-08 00:00:00,85,323,56,115,9,46,0.94,55
2021-02-09 00:00:00,88,294,58,122,13,54,1.21,46
2021-02-10 00:00:00,90,267,55,124,10,45,0.99,52
2021-02-11 00:00:00,88,224,48,127,12,32,0.68,63
2021-02-12 00:00:00,135,275,93,187,44,38,1.1,55
2021-02-13 00:00:00,78,256,38,107,10,31,0.78,56
2021-02-14 00:00:00,83,305,43,116,8,26,0.8,62
2021-02-15 00:00:00,92,338,38,134,8,26,0.71,64
2021-02-16 00:00:00,146,359,52,219,7,29,0.89,55
2021-02-17 00:00:00,269,364,71,395,6,30,1.05,51
2021-02-18 00:00:00,239,365,77,367,6,33,1.05,48
2021-02-19 00:00:00,177,361,69,303,7,27,0.86,58
2021-02-20 00:00:00,158,358,67,267,8,33,0.9,56
2021-02-21 00:00:00,129,351,67,208,10,40,1.13,52
2021-02-22 00:00:00,119,359,57,189,9,37,0.96,49
2021-02-23 00:00:00,120,358,59,190,8,34,0.9,48
2021-02-24 00:00:00,119,360,55,189,9,41,1.17,47
2021-02-25 00:00:00,114,355,52,178,8,35,0.97,54
2021-02-26 00:00:00,108,301,46,167,11,26,0.78,57
2021-02-27 00:00:00,452,366,215,906,6,11,0.42,67
2021-02-28 00:00:00,375,366,118,488,4,16,0.49,61
2021-03-01 00:00:00,487,366,158,619,4,30,0.9,41
2021-03-02 00:00:00,381,366,136,495,4,31,0.85,47
2021-03-03 00:00:00,204,363,94,322,5,36,1.01,50
2021-03-04 00:00:00,140,357,71,231,5,33,1.04,59
2021-03-05 00:00:00,119,352,53,188,4,23,0.62,63
2021-03-06 00:00:00,120,363,52,191,5,21,0.65,58
2021-03-07 00:00:00,132,361,59,213,5,32,0.81,46
2021-03-08 00:00:00,136,348,63,222,5,38,0.97,50
2021-03-09 00:00:00,121,328,57,191,5,38,0.9,53
2021-03-10 00:00:00,102,316,47,153,5,34,0.76,53
2021-03-11 00:00:00,122,339,60,195,6,44,0.93,43
2021-03-12 00:00:00,108,333,49,166,4,35,0.81,50
2021-03-13 00:00:00,112,321,51,174,4,36,0.77,47
2021-03-14 00:00:00,128,325,66,203,6,42,1.07,38
2021-03-15 00:00:00,127,269,54,203,5,35,0.82,52
2021-03-16 00:00:00,422,328,189,902,3,13,0.45,79
2021-03-17 00:00:00,474,345,310,1449,3,14,0.45,66
2021-03-18 00:00:00,382,342,197,1046,3,14,0.4,66
2021-03-19 00:00:00,256,340,80,387,3,34,0.95,42
2021-03-20 00:00:00,323,354,89,440,3,29,0.65,51
2021-03-21 00:00:00,314,363,93,433,4,36,0.76,42
2021-03-22 00:00:00,292,363,90,415,4,43,0.9,34
2021-03-23 00:00:00,388,364,109,492,5,39,0.82,38
2021-03-24 00:00:00,409,365,112,513,4,35,0.71,44
2021-03-25 00:00:00,307,365,97,428,5,35,0.84,45
2021-03-26 00:00:00,261,366,92,389,5,35,0.73,48
2021-03-27 00:00:00,199,365,80,321,5,28,0.47,58
2021-03-28 00:00:00,72,184,26,94,5,22,0.34,63
2021-03-29 00:00:00,111,256,33,147,4,21,0.44,63
2021-03-30 00:00:00,62,111,14,79,3,14,0.28,80
2021-03-31 00:00:00,30,45,10,24,4,9,0.26,85
2021-04-01 00:00:00,24,49,10,19,3,11,0.39,69
2021-04-02 00:00:00,33,123,13,29,3,13,0.46,74
2021-04-03 00:00:00,43,228,17,48,3,11,0.23,79
2021-04-04 00:00:00,42,174,17,44,3,11,0.2,85
2021-04-05 00:00:00,75,352,35,101,4,24,0.32,69
2021-04-06 00:00:00,78,342,38,102,4,26,0.38,87
2021-04-07 00:00:00,44,128,39,91,4,32,0.63,50
2021-04-08 00:00:00,64,281,32,79,3,16,0.33,84
2021-04-09 00:00:00,53,205,25,58,3,24,0.43,74
2021-04-10 00:00:00,66,280,33,84,4,36,0.69,56
2021-04-11 00:00:00,51,185,22,57,5,31,0.35,77
2021-04-12 00:00:00,215,365,71,340,4,28,0.36,71
2021-04-13 00:00:00,154,363,59,251,4,11,0.28,89
2021-04-14 00:00:00,116,359,49,182,4,23,0.35,71
2021-04-15 00:00:00,125,305,52,200,5,38,0.51,55
2021-04-16 00:00:00,101,259,43,153,5,19,0.28,70
2021-04-17 00:00:00,79,261,32,108,4,16,0.25,77
2021-04-18 00:00:00,71,253,26,92,5,25,0.29,75
2021-04-19 00:00:00,55,128,19,62,5,21,0.25,86
2021-04-20 00:00:00,53,180,19,59,5,21,0.29,72
2021-04-21 00:00:00,57,269,17,70,5,29,0.41,60
2021-04-22 00:00:00,60,286,21,74,5,27,0.41,55
2021-04-23 00:00:00,70,322,25,91,4,17,0.21,80
2021-04-24 00:00:00,146,366,51,241,4,11,0.21,91
2021-04-25 00:00:00,159,362,70,267,4,14,0.25,79
2021-04-26 00:00:00,331,363,149,549,4,14,0.24,68
2021-04-27 00:00:00,343,366,139,461,5,27,0.45,49
2021-04-28 00:00:00,161,363,80,272,6,32,0.48,54
2021-04-29 00:00:00,115,358,54,181,5,29,0.39,58
2021-04-30 00:00:00,81,304,37,111,4,31,0.41,53
2021-05-01 00:00:00,62,252,27,77,5,30,0.38,48
2021-05-02 00:00:00,65,297,28,83,4,32,0.39,52
2021-05-03 00:00:00,228,360,93,303,4,22,0.29,71
2021-05-04 00:00:00,341,363,148,457,5,16,0.24,81
2021-05-05 00:00:00,232,363,127,357,6,31,0.43,52
2021-05-06 00:00:00,197,339,116,326,5,35,0.55,48
2021-05-07 00:00:00,181,273,107,313,5,34,0.49,43
2021-05-08 00:00:00,186,332,113,307,6,37,0.54,40
2021-05-09 00:00:00,121,364,69,167,3,42,0.44,58
2021-05-10 00:00:00,67,300,25,84,4,38,0.36,68
2021-05-11 00:00:00,80,355,47,212,4,31,0.38,72
2021-05-12 00:00:00,67,306,33,88,2,19,0.28,70
2021-05-13 00:00:00,56,263,26,58,4,8,0.28,93
2021-05-14 00:00:00,33,143,11,27,4,14,0.37,80
2021-05-15 00:00:00,28,137,8,15,4,6,0.32,85
2021-05-16 00:00:00,29,191,10,26,4,11,0.3,87
2021-05-17 00:00:00,35,153,9,22,4,11,0.28,111
2021-05-18 00:00:00,45,176,13,43,4,24,0.38,87
2021-05-19 00:00:00,53,233,17,57,4,27,0.46,80
2021-05-20 00:00:00,42,200,8,43,4,10,0.23,99
2021-05-21 00:00:00,45,170,14,40,5,20,0.32,90
2021-05-22 00:00:00,92,349,40,135,4,22,0.33,75
2021-05-23 00:00:00,91,328,42,132,5,27,0.39,68
2021-05-24 00:00:00,93,328,42,137,4,29,0.41,61
2021-05-25 00:00:00,87,329,40,124,4,27,0.37,63
2021-05-26 00:00:00,64,311,28,79,4,29,0.34,64
2021-05-27 00:00:00,72,327,33,94,5,28,0.47,66
2021-05-28 00:00:00,57,273,25,70,4,20,0.36,86
2021-05-29 00:00:00,54,254,16,55,4,25,0.35,88
2021-05-30 00:00:00,51,243,13,52,4,16,0.27,88
2021-05-31 00:00:00,62,265,22,78,4,10,0.25,106
2021-06-01 00:00:00,43,195,16,42,5,10,0.25,102
2021-06-02 00:00:00,84,340,34,136,5,28,0.46,73
2021-06-03 00:00:00,44,263,17,48,4,10,0.25,90
2021-06-04 00:00:00,37,177,13,32,4,10,0.23,100
2021-06-05 00:00:00,40,147,13,33,4,17,0.29,92
2021-06-06 00:00:00,45,121,14,43,5,15,0.35,85
2021-06-07 00:00:00,47,137,19,49,5,20,0.33,72
2021-06-08 00:00:00,57,263,24,67,5,16,0.28,79
2021-06-09 00:00:00,43,199,18,44,4,7,0.18,101
2021-06-10 00:00:00,43,247,16,47,4,10,0.24,97
2021-06-11 00:00:00,44,214,17,48,4,11,0.23,93
2021-06-12 00:00:00,34,133,13,23,4,9,0.21,100
2021-06-13 00:00:00,37,218,9,22,4,7,0.21,109
2021-06-14 00:00:00,32,208,9,20,4,8,0.15,96
2021-06-15 00:00:00,56,341,26,68,4,6,0.19,98
2021-06-16 00:00:00,40,283,18,40,4,11,0.16,89
2021-06-17 00:00:00,38,295,14,32,4,7,0.15,109
2021-06-18 00:00:00,63,358,27,76,4,23,0.3,65
2021-06-19 00:00:00,79,364,47,107,4,12,0.24,81
2021-06-20 00:00:00,41,211,19,42,3,16,0.24,85
2021-06-21 00:00:00,35,125,14,27,4,15,0.23,88
2021-06-22 00:00:00,56,253,23,65,4,22,0.28,81
2021-06-23 00:00:00,43,145,21,42,4,10,0.2,101
2021-06-24 00:00:00,79,348,44,114,4,12,0.1,94
2021-06-25 00:00:00,85,361,49,120,4,12,0.21,96
2021-06-26 00:00:00,49,288,22,51,4,12,0.23,109
2021-06-27 00:00:00,40,252,14,35,4,11,0.22,109
2021-06-28 00:00:00,45,268,15,44,6,19,0.15,92
2021-06-29 00:00:00,55,314,18,62,5,22,0.43,85
2021-06-30 00:00:00,42,247,13,38,5,15,0.47,105
2021-07-01 00:00:00,68,365,29,87,4,19,0.49,100
2021-07-02 00:00:00,59,358,23,69,5,24,0.6,90
2021-07-03 00:00:00,40,278,13,35,4,11,0.36,114
2021-07-04 00:00:00,49,304,19,53,4,16,0.4,103
2021-07-05 00:00:00,52,303,19,57,4,11,0.38,110
2021-07-06 00:00:00,49,306,21,51,4,14,0.4,100
2021-07-07 00:00:00,41,243,13,41,3,12,0.33,104
2021-07-08 00:00:00,42,282,18,40,4,13,0.37,91
2021-07-09 00:00:00,62,337,30,74,4,21,0.47,70
2021-07-10 00:00:00,49,297,19,55,4,9,0.28,101
2021-07-11 00:00:00,34,156,11,29,4,10,0.31,93
2021-07-12 00:00:00,41,265,13,39,4,14,0.27,92
2021-07-13 00:00:00,43,288,16,42,4,22,0.38,79
2021-07-14 00:00:00,52,328,21,58,4,21,0.48,74
2021-07-15 00:00:00,44,305,16,48,4,10,0.28,98
2021-07-16 00:00:00,63,359,10,24,6,10,0.35,152
2021-07-17 00:00:00,53,348,17,50,7,22,0.5,92
2021-07-18 00:00:00,48,341,17,49,3,21,0.36,83
2021-07-19 00:00:00,31,196,10,20,4,10,0.34,94
2021-07-20 00:00:00,41,316,16,36,5,17,0.47,76
2021-07-21 00:00:00,29,189,8,18,4,8,0.25,90
2021-07-22 00:00:00,29,169,8,17,4,7,0.27,83
2021-07-23 00:00:00,47,327,18,50,4,17,0.33,68
2021-07-24 00:00:00,56,347,21,65,4,25,0.48,72
2021-07-25 00:00:00,56,344,20,64,4,27,0.49,81
2021-07-26 00:00:00,51,323,15,48,5,24,0.37,98
2021-07-27 00:00:00,62,360,23,75,5,25,0.47,92
2021-07-28 00:00:00,44,298,14,46,6,19,0.32,90
2021-07-29 00:00:00,52,339,20,58,6,21,0.28,87
2021-07-30 00:00:00,66,350,28,83,6,24,0.28,71
2021-07-31 00:00:00,45,244,12,40,4,14,0.21,103
2021-08-01 00:00:00,54,301,20,60,6,19,0.32,92
2021-08-02 00:00:00,65,345,27,80,5,37,0.41,54
2021-08-03 00:00:00,60,341,27,71,5,13,0.25,91
2021-08-04 00:00:00,55,320,23,64,5,15,0.3,90
2021-08-05 00:00:00,48,302,17,54,4,15,0.29,96
2021-08-06 00:00:00,85,359,32,112,5,14,0.33,92
2021-08-07 00:00:00,37,206,10,36,4,13,0.41,91
2021-08-08 00:00:00,32,100,9,29,3,12,0.4,96
2021-08-09 00:00:00,67,345,22,85,6,24,0.36,74
2021-08-10 00:00:00,49,276,13,54,5,13,0.27,101
2021-08-11 00:00:00,57,329,17,66,5,14,0.39,91
2021-08-12 00:00:00,71,359,22,89,5,19,0.5,78
2021-08-13 00:00:00,45,302,13,47,5,19,0.54,82
2021-08-14 00:00:00,65,353,19,84,5,17,0.35,83
2021-08-15 00:00:00,60,335,17,70,6,13,0.38,81
2021-08-16 00:00:00,32,210,9,32,5,13,0.41,82
2021-08-17 00:00:00,42,295,12,36,5,19,0.52,82
2021-08-18 00:00:00,49,305,17,49,6,27,0.56,79
2021-08-19 00:00:00,54,317,18,61,6,27,0.7,75
2021-08-20 00:00:00,59,358,19,68,5,20,0.53,79
2021-08-21 00:00:00,73,362,29,96,7,29,0.69,59
2021-08-22 00:00:00,63,345,23,76,5,24,0.56,80
2021-08-23 00:00:00,96,363,42,143,6,28,0.5,66
2021-08-24 00:00:00,91,365,42,131,6,23,0.52,63
2021-08-25 00:00:00,41,238,14,45,4,9,0.29,97
2021-08-26 00:00:00,63,344,23,78,5,13,0.41,92
2021-08-27 00:00:00,54,349,22,60,5,20,0.5,81
2021-08-28 00:00:00,48,303,13,51,4,13,0.42,103
2021-08-29 00:00:00,43,273,17,44,4,19,0.44,84
2021-08-30 00:00:00,39,255,12,37,4,20,0.43,83
2021-08-31 00:00:00,50,332,14,55,6,18,0.43,77
2021-09-01 00:00:00,34,189,10,32,5,17,0.37,73
2021-09-02 00:00:00,41,231,14,40,4,21,0.41,73
2021-09-03 00:00:00,49,293,20,53,6,31,0.65,53
2021-09-04 00:00:00,37,236,12,33,5,20,0.46,73
2021-09-05 00:00:00,49,340,16,51,6,28,0.49,71
2021-09-06 00:00:00,63,359,21,77,5,31,0.45,62
2021-09-07 00:00:00,69,363,22,88,6,32,0.53,57
2021-09-08 00:00:00,88,363,33,126,6,33,0.69,61
