date,OT,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3
2021-09-09 00:00:00,80,363,31,110,6,35,0.61,58
2021-09-10 00:00:00,72,339,29,95,7,30,0.54,55
2021-09-11 00:00:00,59,296,18,70,7,37,0.55,42
2021-09-12 00:00:00,60,307,20,72,6,29,0.31,53
2021-09-13 00:00:00,45,264,14,51,5,14,0.34,68
2021-09-14 00:00:00,75,356,30,100,6,23,0.58,54
2021-09-15 00:00:00,56,318,19,63,6,16,0.5,63
2021-09-16 00:00:00,59,319,20,69,6,24,0.66,58
2021-09-17 00:00:00,46,251,14,48,6,25,0.61,67
2021-09-18 00:00:00,61,317,24,72,7,27,0.73,62
2021-09-19 00:00:00,63,341,25,77,7,24,0.54,59
2021-09-20 00:00:00,70,360,25,91,6,21,0.4,63
2021-09-21 00:00:00,58,357,19,68,6,22,0.74,70
2021-09-22 00:00:00,55,303,20,62,6,19,0.83,69
2021-09-23 00:00:00,87,361,27,123,6,20,0.8,63
2021-09-24 00:00:00,112,363,46,171,6,20,0.9,64
2021-09-25 00:00:00,77,361,33,104,5,26,0.92,56
2021-09-26 00:00:00,187,365,76,246,6,24,0.87,49
2021-09-27 00:00:00,248,365,121,376,6,21,0.67,48
2021-09-28 00:00:00,142,364,72,234,5,29,0.8,49
2021-09-29 00:00:00,108,361,53,165,5,31,0.72,50
2021-09-30 00:00:00,88,357,43,134,7,26,0.49,58
2021-10-01 00:00:00,83,352,35,115,7,22,0.76,59
2021-10-02 00:00:00,100,356,40,142,7,27,0.26,42
2021-10-03 00:00:00,338,365,187,794,6,8,0.16,66
2021-10-04 00:00:00,141,363,47,198,6,5,0.07,70
2021-10-05 00:00:00,75,360,28,104,6,14,0.23,48
2021-10-06 00:00:00,165,362,75,263,6,24,0.38,36
2021-10-07 00:00:00,146,363,67,242,6,17,0.35,47
2021-10-08 00:00:00,80,360,28,111,6,11,0.23,63
2021-10-09 00:00:00,411,363,145,831,5,10,0.16,53
2021-10-10 00:00:00,97,362,30,145,6,29,0.27,37
2021-10-11 00:00:00,97,362,35,144,6,34,0.42,35
2021-10-12 00:00:00,112,362,41,174,5,23,0.35,51
2021-10-13 00:00:00,86,358,34,123,6,17,0.36,56
2021-10-14 00:00:00,88,351,36,126,5,28,0.66,38
2021-10-15 00:00:00,95,363,39,139,6,36,0.74,34
2021-10-16 00:00:00,86,363,36,123,7,35,0.77,34
2021-10-17 00:00:00,86,360,37,121,6,44,0.74,26
2021-10-18 00:00:00,86,355,42,122,6,37,0.99,35
2021-10-19 00:00:00,92,360,48,135,6,42,1.27,25
2021-10-20 00:00:00,83,352,41,115,7,38,0.97,29
2021-10-21 00:00:00,82,338,36,114,4,34,0.83,35
2021-10-22 00:00:00,78,300,36,107,6,31,0.78,33
2021-10-23 00:00:00,38,123,17,39,5,16,0.33,56
2021-10-24 00:00:00,39,105,16,41,5,20,0.35,50
2021-10-25 00:00:00,56,182,27,69,6,32,0.6,41
2021-10-26 00:00:00,88,288,39,127,7,40,0.71,40
2021-10-27 00:00:00,74,281,37,98,5,38,0.88,34
2021-10-28 00:00:00,81,298,40,112,5,37,0.98,32
2021-10-29 00:00:00,87,292,43,124,6,37,1.02,34
2021-10-30 00:00:00,80,266,43,110,4,26,0.8,51
2021-10-31 00:00:00,69,244,33,88,7,35,0.85,34
2021-11-01 00:00:00,69,270,33,88,6,31,0.81,43
2021-11-02 00:00:00,68,247,33,86,6,34,0.97,41
2021-11-03 00:00:00,72,244,35,95,7,37,1.06,38
2021-11-04 00:00:00,69,225,34,89,6,40,1.03,40
2021-11-05 00:00:00,279,365,76,405,4,18,0.4,61
2021-11-06 00:00:00,385,362,394,2025,5,9,0.41,56
2021-11-07 00:00:00,167,362,61,285,6,20,0.5,41
2021-11-08 00:00:00,166,362,74,277,6,27,0.78,36
2021-11-09 00:00:00,143,359,64,235,7,32,0.89,30
2021-11-10 00:00:00,162,360,89,272,10,38,1.53,26
2021-11-11 00:00:00,154,360,74,258,8,34,1.08,29
2021-11-12 00:00:00,202,360,107,319,9,39,1.87,22
2021-11-13 00:00:00,218,360,107,338,7,45,1.42,17
2021-11-14 00:00:00,227,360,115,356,7,45,1.03,24
2021-11-15 00:00:00,256,362,134,384,11,54,1.64,21
2021-11-16 00:00:00,216,362,114,352,8,46,1.2,23
2021-11-17 00:00:00,177,355,97,303,8,43,1.03,27
2021-11-18 00:00:00,167,351,96,281,8,40,1.07,39
2021-11-19 00:00:00,157,348,80,265,9,29,0.49,44
2021-11-20 00:00:00,153,350,87,254,6,32,0.78,37
2021-11-21 00:00:00,116,354,57,182,7,36,0.9,32
2021-11-22 00:00:00,135,362,77,215,7,44,1.61,26
2021-11-23 00:00:00,148,362,87,243,8,47,1.36,26
2021-11-24 00:00:00,166,363,95,264,6,50,1.48,27
2021-11-25 00:00:00,172,362,102,279,8,56,1.97,21
2021-11-26 00:00:00,165,362,93,264,6,49,1.4,27
2021-11-27 00:00:00,148,351,86,238,8,43,1.15,34
2021-11-28 00:00:00,129,340,67,208,10,46,1.18,28
2021-11-29 00:00:00,137,354,62,225,8,41,0.96,29
2021-11-30 00:00:00,112,362,59,177,7,39,0.99,30
2021-12-01 00:00:00,116,362,68,183,8,43,1.26,33
2021-12-02 00:00:00,115,360,77,171,8,49,1.59,29
2021-12-03 00:00:00,101,349,67,146,7,45,1.18,39
2021-12-04 00:00:00,110,345,79,159,8,53,1.56,28
2021-12-05 00:00:00,111,327,82,157,8,49,1.51,37
2021-12-06 00:00:00,145,353,109,192,11,69,2.02,15
2021-12-07 00:00:00,134,354,102,173,9,54,2.06,15
2021-12-08 00:00:00,131,342,99,171,9,65,2.08,24
2021-12-09 00:00:00,107,271,76,143,9,52,1.33,37
2021-12-10 00:00:00,84,170,56,115,12,42,0.9,52
2021-12-11 00:00:00,84,208,52,115,9,39,0.93,47
2021-12-12 00:00:00,78,275,48,107,7,40,1.24,42
2021-12-13 00:00:00,94,339,67,126,6,50,1.55,33
2021-12-14 00:00:00,109,325,75,150,9,54,2.18,29
2021-12-15 00:00:00,102,279,73,140,10,53,2.02,27
2021-12-16 00:00:00,97,292,71,130,10,53,1.73,33
2021-12-17 00:00:00,106,361,77,146,6,52,1.85,30
2021-12-18 00:00:00,104,362,76,140,5,42,1.84,40
2021-12-19 00:00:00,100,355,74,137,6,48,1.74,35
2021-12-20 00:00:00,136,364,103,172,6,60,2.9,25
2021-12-21 00:00:00,145,331,110,183,9,69,2.58,21
2021-12-22 00:00:00,115,280,86,146,7,59,2.13,30
2021-12-23 00:00:00,132,289,99,164,7,56,2.61,32
2021-12-24 00:00:00,101,268,75,130,9,57,1.5,29
2021-12-25 00:00:00,129,331,97,154,10,58,2.57,39
2021-12-26 00:00:00,74,320,52,88,8,44,1.13,48
2021-12-27 00:00:00,88,311,51,120,7,44,1.23,34
2021-12-28 00:00:00,94,306,66,136,8,45,1.42,26
2021-12-29 00:00:00,101,321,74,139,8,54,1.73,20
2021-12-30 00:00:00,102,320,74,133,6,50,1.81,28
2021-12-31 00:00:00,91,255,67,119,8,42,1.31,39
2022-01-01 00:00:00,98,251,71,125,7,49,1.99,29
2022-01-02 00:00:00,104,252,78,127,6,50,1.71,34
2022-01-03 00:00:00,102,216,75,120,6,49,1.55,33
2022-01-04 00:00:00,101,215,75,120,8,52,2.07,26
2022-01-05 00:00:00,102,240,76,119,8,48,1.6,29
2022-01-06 00:00:00,107,248,80,128,9,57,1.83,23
2022-01-07 00:00:00,123,257,93,147,9,63,2.41,22
2022-01-08 00:00:00,127,255,96,146,7,55,2.13,31
2022-01-09 00:00:00,116,244,87,135,7,50,1.82,39
2022-01-10 00:00:00,127,271,95,151,8,56,2.05,35
2022-01-11 00:00:00,148,304,113,169,8,65,2.58,33
2022-01-12 00:00:00,124,286,94,146,6,51,1.88,49
2022-01-13 00:00:00,118,284,88,138,9,52,1.95,45
2022-01-14 00:00:00,141,329,106,160,10,66,2.41,33
2022-01-15 00:00:00,134,314,102,157,8,57,2.05,42
2022-01-16 00:00:00,131,281,100,149,7,51,2.1,45
2022-01-17 00:00:00,109,263,81,128,9,56,1.96,35
2022-01-18 00:00:00,124,262,94,148,11,61,2.32,29
2022-01-19 00:00:00,116,241,87,137,10,49,2.03,46
2022-01-20 00:00:00,126,265,95,147,11,55,2.13,43
2022-01-21 00:00:00,100,274,74,118,10,52,2.07,48
2022-01-22 00:00:00,101,250,75,113,8,44,1.82,60
2022-01-23 00:00:00,101,249,75,114,8,46,1.52,54
2022-01-24 00:00:00,102,251,75,118,10,48,1.85,46
2022-01-25 00:00:00,81,184,58,102,8,42,1.55,50
2022-01-26 00:00:00,83,232,58,104,8,39,1.55,52
2022-01-27 00:00:00,82,261,56,99,9,44,1.69,45
2022-01-28 00:00:00,70,252,43,87,9,36,1.43,53
2022-01-29 00:00:00,75,260,50,92,8,37,1.6,49
2022-01-30 00:00:00,81,247,55,96,11,39,1.67,47
2022-01-31 00:00:00,70,197,46,81,9,32,1.26,55
2022-02-01 00:00:00,88,215,60,103,21,29,1.07,57
2022-02-02 00:00:00,68,292,41,85,9,27,1.12,61
2022-02-03 00:00:00,69,270,41,87,8,28,1.14,57
2022-02-04 00:00:00,65,258,38,79,10,29,1.23,51
2022-02-05 00:00:00,54,235,29,58,7,13,0.76,80
2022-02-06 00:00:00,57,250,35,60,5,23,0.9,59
2022-02-07 00:00:00,54,258,31,61,6,20,0.68,62
2022-02-08 00:00:00,63,234,39,72,7,25,1.07,57
2022-02-09 00:00:00,75,240,50,89,7,35,1.42,47
2022-02-10 00:00:00,87,257,59,108,7,41,1.54,42
2022-02-11 00:00:00,78,234,47,106,6,30,1.09,57
2022-02-12 00:00:00,85,266,50,117,10,37,1.27,52
2022-02-13 00:00:00,90,266,55,121,7,40,1.42,50
2022-02-14 00:00:00,87,275,53,119,9,37,1.36,54
2022-02-15 00:00:00,92,287,58,127,12,46,1.88,47
2022-02-16 00:00:00,93,281,40,137,10,18,0.73,70
2022-02-17 00:00:00,225,337,78,417,7,19,0.84,53
2022-02-18 00:00:00,145,333,46,235,5,12,0.79,67
2022-02-19 00:00:00,438,335,121,564,5,18,0.89,57
2022-02-20 00:00:00,307,333,107,425,7,33,1.53,42
2022-02-21 00:00:00,395,334,110,501,6,30,1.14,47
2022-02-22 00:00:00,371,334,99,484,7,31,1.2,45
2022-02-23 00:00:00,231,332,82,368,6,33,1.35,46
2022-02-24 00:00:00,277,335,98,406,7,39,1.68,42
2022-02-25 00:00:00,324,337,99,439,8,34,1.46,49
2022-02-26 00:00:00,273,336,93,399,8,38,1.67,48
2022-02-27 00:00:00,192,333,90,323,9,44,1.7,47
2022-02-28 00:00:00,175,334,74,294,7,32,1.45,52
2022-03-01 00:00:00,227,337,66,356,6,29,1.3,52
2022-03-02 00:00:00,174,334,75,291,9,44,1.84,42
2022-03-03 00:00:00,137,325,62,223,7,37,1.68,53
2022-03-04 00:00:00,112,290,50,174,7,34,1.47,55
2022-03-05 00:00:00,119,318,59,189,7,38,1.41,61
2022-03-06 00:00:00,96,306,48,143,7,32,1.22,64
2022-03-07 00:00:00,98,307,52,146,9,44,1.29,48
2022-03-08 00:00:00,95,272,46,140,7,34,1.02,59
2022-03-09 00:00:00,93,240,43,136,6,31,0.93,63
2022-03-10 00:00:00,109,298,50,168,8,35,1.02,56
2022-03-11 00:00:00,102,273,42,155,7,33,0.94,59
2022-03-12 00:00:00,129,314,57,206,6,35,1.08,59
2022-03-13 00:00:00,196,329,63,292,8,36,1.06,58
2022-03-14 00:00:00,271,313,86,399,9,41,1.17,52
2022-03-15 00:00:00,198,294,78,335,7,33,1.02,57
2022-03-16 00:00:00,138,312,51,227,7,25,0.98,58
2022-03-17 00:00:00,369,337,130,675,5,15,0.95,73
2022-03-18 00:00:00,500,337,240,1076,6,30,1.33,46
2022-03-19 00:00:00,362,335,122,538,5,23,1.11,64
2022-03-20 00:00:00,113,333,45,176,5,13,0.99,60
2022-03-21 00:00:00,51,232,19,54,4,10,1.0,56
2022-03-22 00:00:00,79,294,24,108,4,10,1.03,55
2022-03-23 00:00:00,99,318,31,148,4,22,1.21,48
2022-03-24 00:00:00,122,315,43,193,4,20,1.27,55
2022-03-25 00:00:00,286,333,69,431,4,11,1.05,71
2022-03-26 00:00:00,104,324,35,158,5,22,1.25,64
2022-03-27 00:00:00,112,325,43,174,4,35,1.13,51
2022-03-28 00:00:00,141,331,50,232,5,29,1.18,56
2022-03-29 00:00:00,158,336,54,239,4,20,1.03,72
2022-03-30 00:00:00,104,320,39,159,4,16,1.05,77
2022-03-31 00:00:00,121,335,37,193,4,13,0.98,86
2022-04-01 00:00:00,84,330,28,119,6,18,1.03,83
2022-04-02 00:00:00,100,333,38,150,5,29,1.12,70
2022-04-03 00:00:00,101,333,44,151,5,32,1.09,58
2022-04-04 00:00:00,100,332,44,151,5,32,1.18,58
2022-04-05 00:00:00,96,330,38,141,5,30,1.02,55
2022-04-06 00:00:00,89,315,35,128,5,26,1.04,67
2022-04-07 00:00:00,78,284,30,106,5,27,1.12,69
2022-04-08 00:00:00,68,175,24,86,5,26,0.94,67
2022-04-09 00:00:00,69,220,23,88,4,37,0.89,52
2022-04-10 00:00:00,95,306,33,140,5,20,0.75,83
2022-04-11 00:00:00,298,336,226,802,4,14,0.77,67
2022-04-12 00:00:00,312,334,133,508,4,14,0.79,72
2022-04-13 00:00:00,224,334,102,354,5,30,0.94,48
2022-04-14 00:00:00,159,334,78,255,4,11,0.62,80
2022-04-15 00:00:00,81,320,38,112,4,10,0.62,89
2022-04-16 00:00:00,359,336,402,1471,3,19,0.6,70
2022-04-17 00:00:00,383,335,131,493,4,12,0.53,78
2022-04-18 00:00:00,172,331,76,286,6,18,0.59,61
2022-04-19 00:00:00,147,323,73,244,6,29,0.74,61
2022-04-20 00:00:00,135,315,67,220,5,35,0.94,57
2022-04-21 00:00:00,115,308,54,179,5,30,0.99,61
2022-04-22 00:00:00,102,324,43,157,5,16,0.8,78
2022-04-23 00:00:00,111,329,63,187,4,31,0.97,50
2022-04-24 00:00:00,97,326,45,145,4,18,0.53,69
2022-04-25 00:00:00,58,235,17,68,5,13,0.39,85
2022-04-26 00:00:00,359,336,109,592,4,9,0.4,82
2022-04-27 00:00:00,319,335,224,945,4,10,0.19,80
2022-04-28 00:00:00,125,332,62,201,4,20,0.32,61
2022-04-29 00:00:00,327,335,94,449,3,9,0.36,77
2022-04-30 00:00:00,163,334,61,261,4,15,0.48,77
2022-05-01 00:00:00,96,334,34,142,4,28,0.6,69
2022-05-02 00:00:00,98,333,36,147,4,27,0.6,71
2022-05-03 00:00:00,101,332,39,153,3,25,0.55,71
2022-05-04 00:00:00,96,322,40,142,5,29,0.63,68
2022-05-05 00:00:00,99,319,40,149,5,30,0.73,61
2022-05-06 00:00:00,79,271,28,107,4,16,0.53,80
2022-05-07 00:00:00,114,321,40,153,4,12,0.42,84
2022-05-08 00:00:00,60,272,31,75,4,13,0.42,85
2022-05-09 00:00:00,82,332,43,113,3,28,0.54,78
2022-05-10 00:00:00,88,325,48,124,4,18,0.45,93
2022-05-11 00:00:00,66,285,35,80,5,14,0.35,92
2022-05-12 00:00:00,55,275,28,64,4,10,0.33,88
2022-05-13 00:00:00,215,335,90,297,4,23,0.48,50
2022-05-14 00:00:00,117,336,78,183,3,9,0.34,75
2022-05-15 00:00:00,76,329,43,107,3,10,0.56,76
2022-05-16 00:00:00,123,336,85,194,3,10,0.57,66
2022-05-17 00:00:00,69,312,40,87,4,17,0.62,71
2022-05-18 00:00:00,44,126,19,41,3,11,0.52,105
2022-05-19 00:00:00,53,201,25,58,4,20,0.7,76
2022-05-20 00:00:00,34,61,16,33,3,9,0.42,79
2022-05-21 00:00:00,67,276,32,85,4,6,0.26,94
2022-05-22 00:00:00,83,319,47,116,4,6,0.29,100
2022-05-23 00:00:00,73,295,40,97,3,5,0.35,108
2022-05-24 00:00:00,81,325,40,110,4,6,0.37,100
2022-05-25 00:00:00,121,326,74,185,5,9,0.42,100
2022-05-26 00:00:00,129,331,59,192,4,8,0.48,112
2022-05-27 00:00:00,59,255,27,68,7,13,0.36,97
2022-05-28 00:00:00,73,292,34,97,4,21,0.45,73
2022-05-29 00:00:00,55,261,24,62,6,7,0.27,97
2022-05-30 00:00:00,84,334,36,118,5,3,0.28,105
2022-05-31 00:00:00,124,335,71,198,6,13,0.28,108
2022-06-01 00:00:00,53,239,16,59,5,9,0.39,124
2022-06-02 00:00:00,31,124,12,24,6,7,0.41,91
2022-06-03 00:00:00,49,231,16,56,6,13,0.47,75
2022-06-04 00:00:00,58,303,24,67,5,18,0.63,83
2022-06-05 00:00:00,59,296,27,67,6,13,0.6,85
2022-06-06 00:00:00,52,247,22,60,5,17,0.64,73
2022-06-07 00:00:00,36,131,10,30,5,7,0.37,102
2022-06-08 00:00:00,44,190,15,40,6,13,0.47,98
2022-06-09 00:00:00,52,232,19,56,5,26,0.58,85
2022-06-10 00:00:00,53,278,22,59,4,7,0.42,105
2022-06-11 00:00:00,50,247,23,53,3,19,0.33,86
2022-06-12 00:00:00,46,268,22,51,3,11,0.19,94
2022-06-13 00:00:00,72,335,38,95,3,9,0.42,95
2022-06-14 00:00:00,78,335,42,106,4,10,0.45,89
2022-06-15 00:00:00,40,160,15,27,4,7,0.46,115
2022-06-16 00:00:00,39,141,13,34,4,11,0.4,111
2022-06-17 00:00:00,47,201,14,47,4,15,0.51,98
2022-06-18 00:00:00,96,331,42,143,5,30,0.59,78
2022-06-19 00:00:00,44,217,20,46,4,6,0.43,113
2022-06-20 00:00:00,38,193,17,38,4,9,0.44,103
2022-06-21 00:00:00,50,258,20,51,4,12,0.44,103
2022-06-22 00:00:00,58,312,26,69,4,22,0.57,85
2022-06-23 00:00:00,62,319,30,75,3,13,0.56,87
2022-06-24 00:00:00,56,289,24,65,3,31,0.6,101
2022-06-25 00:00:00,61,290,30,73,4,9,0.48,125
2022-06-26 00:00:00,51,294,23,57,2,10,0.5,117
2022-06-27 00:00:00,61,329,27,72,2,23,0.68,99
2022-06-28 00:00:00,56,321,19,61,2,18,0.57,120
2022-06-29 00:00:00,50,300,16,45,2,23,0.53,98
2022-06-30 00:00:00,53,303,16,53,2,28,0.62,94
2022-07-01 00:00:00,61,314,21,76,3,16,0.42,106
2022-07-02 00:00:00,63,317,27,73,4,11,0.41,115
2022-07-03 00:00:00,87,334,33,114,4,14,0.39,109
2022-07-04 00:00:00,152,334,72,233,6,17,0.5,96
2022-07-05 00:00:00,124,334,64,199,4,24,0.42,77
2022-07-06 00:00:00,115,333,51,181,5,18,0.5,83
2022-07-07 00:00:00,162,332,78,258,6,8,0.38,96
2022-07-08 00:00:00,141,334,66,182,4,12,0.44,98
2022-07-09 00:00:00,132,334,86,213,4,14,0.49,94
2022-07-10 00:00:00,75,328,35,100,4,12,0.61,113
2022-07-11 00:00:00,61,322,29,73,4,8,0.51,111
2022-07-12 00:00:00,42,259,11,36,4,9,0.25,121
2022-07-13 00:00:00,62,327,17,75,4,13,0.4,112
2022-07-14 00:00:00,75,334,28,102,6,17,0.49,107
2022-07-15 00:00:00,67,323,28,84,4,14,0.49,93
2022-07-16 00:00:00,54,305,21,61,4,12,0.57,100
2022-07-17 00:00:00,65,331,21,81,4,9,0.41,130
2022-07-18 00:00:00,152,336,59,230,4,14,0.55,105
2022-07-19 00:00:00,74,334,26,98,4,12,0.45,107
2022-07-20 00:00:00,38,267,8,29,4,12,0.32,98
2022-07-21 00:00:00,137,333,45,217,4,15,0.44,92
2022-07-22 00:00:00,126,334,49,202,4,31,0.57,73
2022-07-23 00:00:00,108,333,45,166,5,33,0.43,80
2022-07-24 00:00:00,106,334,45,163,5,40,0.52,76
2022-07-25 00:00:00,80,333,31,117,5,32,0.49,82
2022-07-26 00:00:00,166,334,70,224,7,27,0.53,79
2022-07-27 00:00:00,286,334,119,404,5,32,0.43,67
2022-07-28 00:00:00,132,334,62,199,11,21,0.47,81
2022-07-29 00:00:00,64,329,26,80,7,28,0.58,73
2022-07-30 00:00:00,59,317,17,70,4,19,0.36,87
2022-07-31 00:00:00,41,198,13,37,3,9,0.26,111
2022-08-01 00:00:00,55,297,19,63,4,23,0.46,82
2022-08-02 00:00:00,45,207,15,46,4,11,0.4,106
2022-08-03 00:00:00,58,299,17,67,4,16,0.41,96
2022-08-04 00:00:00,37,178,8,29,4,7,0.39,105
2022-08-05 00:00:00,40,231,13,39,4,14,0.48,99
2022-08-06 00:00:00,42,257,17,42,4,21,0.5,72
2022-08-07 00:00:00,40,270,14,38,4,14,0.38,88
2022-08-08 00:00:00,45,296,15,46,4,23,0.45,69
2022-08-09 00:00:00,36,242,14,37,5,27,0.5,61
2022-08-10 00:00:00,39,259,16,37,4,13,0.36,88
2022-08-11 00:00:00,31,148,12,31,4,8,0.4,73
2022-08-12 00:00:00,46,246,21,48,4,9,0.4,72
2022-08-13 00:00:00,43,256,20,43,4,10,0.49,80
2022-08-14 00:00:00,49,296,20,51,4,13,0.46,83
2022-08-15 00:00:00,36,195,15,37,4,9,0.41,80
2022-08-16 00:00:00,44,270,18,47,4,10,0.4,76
2022-08-17 00:00:00,30,104,11,26,3,6,0.43,84
2022-08-18 00:00:00,47,273,19,50,4,6,0.43,105
2022-08-19 00:00:00,64,326,25,78,4,17,0.55,77
2022-08-20 00:00:00,65,326,25,81,4,11,0.44,95
2022-08-21 00:00:00,77,334,26,101,4,15,0.48,84
2022-08-22 00:00:00,112,334,38,161,4,11,0.45,93
2022-08-23 00:00:00,92,336,50,134,4,6,0.42,93
2022-08-24 00:00:00,120,336,47,150,4,21,0.6,60
2022-08-25 00:00:00,220,336,99,295,4,14,0.58,54
2022-08-26 00:00:00,114,336,61,179,4,23,0.59,39
2022-08-27 00:00:00,74,336,35,98,4,11,0.4,75
2022-08-28 00:00:00,53,327,21,61,4,15,0.61,80
2022-08-29 00:00:00,66,333,27,82,4,25,0.58,57
2022-08-30 00:00:00,41,262,15,42,4,13,0.5,86
2022-08-31 00:00:00,59,321,22,70,5,30,0.49,74
2022-09-01 00:00:00,58,311,18,69,4,28,0.43,81
2022-09-02 00:00:00,56,308,17,62,4,21,0.41,85
2022-09-03 00:00:00,72,330,25,94,4,36,0.59,69
2022-09-04 00:00:00,67,328,22,84,5,29,0.58,71
2022-09-05 00:00:00,57,275,18,64,5,19,0.41,81
2022-09-06 00:00:00,61,252,22,74,5,24,0.34,76
2022-09-07 00:00:00,70,298,25,90,5,33,0.48,73
2022-09-08 00:00:00,75,312,27,100,5,34,0.5,70
2022-09-09 00:00:00,69,290,24,89,5,36,0.48,64
2022-09-10 00:00:00,67,284,20,86,5,28,0.48,73
2022-09-11 00:00:00,67,301,23,85,5,35,0.56,52
2022-09-12 00:00:00,75,291,28,100,5,34,0.62,48
2022-09-13 00:00:00,163,336,55,322,5,13,0.41,89
2022-09-14 00:00:00,162,334,67,253,5,27,0.48,62
2022-09-15 00:00:00,187,333,81,318,4,32,0.54,50
2022-09-16 00:00:00,210,334,87,323,4,32,0.59,52
2022-09-17 00:00:00,195,335,94,315,4,24,0.53,48
2022-09-18 00:00:00,84,327,41,118,3,17,0.38,60
2022-09-19 00:00:00,50,211,25,58,3,14,0.51,60
2022-09-20 00:00:00,56,300,25,70,3,13,0.51,68
2022-09-21 00:00:00,64,322,26,87,4,15,0.56,70
2022-09-22 00:00:00,65,319,28,80,4,6,0.48,76
2022-09-23 00:00:00,61,282,29,72,4,9,0.42,66
2022-09-24 00:00:00,49,187,20,55,4,10,0.42,74
2022-09-25 00:00:00,39,106,15,42,5,7,0.41,80
2022-09-26 00:00:00,54,187,22,62,5,11,0.44,74
2022-09-27 00:00:00,54,192,22,61,5,15,0.55,66
2022-09-28 00:00:00,53,199,20,58,5,17,0.57,73
2022-09-29 00:00:00,48,173,18,52,6,21,0.6,67
2022-09-30 00:00:00,143,337,61,236,6,30,0.68,47
2022-10-01 00:00:00,85,331,40,123,5,17,0.46,60
2022-10-02 00:00:00,140,332,53,196,5,5,0.31,77
2022-10-03 00:00:00,159,334,69,253,5,11,0.38,63
2022-10-04 00:00:00,145,333,78,224,5,13,0.43,60
2022-10-05 00:00:00,113,334,63,177,5,7,0.42,64
2022-10-06 00:00:00,65,330,30,85,5,4,0.4,67
2022-10-07 00:00:00,80,330,41,110,5,16,0.58,44
2022-10-08 00:00:00,67,302,32,85,6,10,0.49,56
2022-10-09 00:00:00,67,324,32,84,5,15,0.63,52
2022-10-10 00:00:00,68,327,34,85,4,14,0.6,55
2022-10-11 00:00:00,45,211,19,48,5,5,0.55,77
2022-10-12 00:00:00,108,334,35,165,5,10,0.56,60
2022-10-13 00:00:00,104,325,44,157,5,8,0.43,64
2022-10-14 00:00:00,108,310,46,167,5,10,0.35,61
2022-10-15 00:00:00,100,292,45,150,6,11,0.39,60
2022-10-16 00:00:00,83,294,40,117,6,14,0.51,55
2022-10-17 00:00:00,72,295,34,95,6,12,0.45,59
2022-10-18 00:00:00,66,279,30,83,5,14,0.46,57
2022-10-19 00:00:00,62,236,28,74,5,10,0.58,57
2022-10-20 00:00:00,65,235,29,80,5,11,0.54,51
2022-10-21 00:00:00,87,291,37,125,6,12,0.61,55
2022-10-22 00:00:00,263,335,95,382,5,11,0.7,61
2022-10-23 00:00:00,156,333,83,261,5,13,0.81,53
2022-10-24 00:00:00,159,334,91,268,5,18,0.92,46
2022-10-25 00:00:00,147,332,79,244,5,10,0.51,50
2022-10-26 00:00:00,125,332,71,200,5,13,0.68,44
2022-10-27 00:00:00,103,326,59,156,5,18,0.88,44
2022-10-28 00:00:00,80,316,41,111,5,9,0.91,58
2022-10-29 00:00:00,80,316,42,110,5,16,0.96,52
2022-10-30 00:00:00,82,282,44,114,5,16,0.85,49
2022-10-31 00:00:00,99,312,50,148,4,17,0.54,49
2022-11-01 00:00:00,95,304,50,140,5,17,0.67,49
2022-11-02 00:00:00,84,299,44,119,4,18,0.78,51
2022-11-03 00:00:00,79,308,42,109,4,19,0.75,45
2022-11-04 00:00:00,75,309,39,99,5,19,0.7,50
2022-11-05 00:00:00,79,304,43,107,4,21,0.93,47
2022-11-06 00:00:00,85,290,51,121,4,27,0.92,39
2022-11-07 00:00:00,86,278,50,120,4,23,1.08,43
2022-11-08 00:00:00,75,226,41,100,4,20,0.82,44
2022-11-09 00:00:00,74,217,43,97,4,21,1.03,40
2022-11-10 00:00:00,28,24,15,27,4,8,0.63,57
2022-11-11 00:00:00,49,137,27,54,3,19,0.94,48
2022-11-12 00:00:00,69,301,42,86,4,28,1.25,42
2022-11-13 00:00:00,60,303,32,66,4,22,1.2,46
2022-11-14 00:00:00,72,307,43,89,4,21,1.0,43
2022-11-15 00:00:00,70,252,36,89,4,18,0.69,52
2022-11-16 00:00:00,78,255,49,103,4,30,0.99,41
2022-11-17 00:00:00,82,254,48,111,5,25,0.77,56
2022-11-18 00:00:00,75,251,35,100,5,22,0.83,52
2022-11-19 00:00:00,90,281,51,129,5,25,0.89,49
2022-11-20 00:00:00,105,309,62,153,6,30,1.18,48
2022-11-21 00:00:00,106,316,63,161,6,30,1.06,49
2022-11-22 00:00:00,123,336,78,190,6,36,1.59,48
2022-11-23 00:00:00,131,334,87,203,6,36,1.28,48
2022-11-24 00:00:00,134,329,94,210,6,40,1.3,46
2022-11-25 00:00:00,121,333,81,188,6,37,1.32,42
2022-11-26 00:00:00,116,326,74,179,7,29,1.0,55
2022-11-27 00:00:00,304,336,125,652,6,19,0.45,62
2022-11-28 00:00:00,449,336,355,1367,5,8,0.46,53
2022-11-29 00:00:00,459,334,198,752,5,9,0.44,50
2022-11-30 00:00:00,160,334,78,271,6,26,0.8,36
2022-12-01 00:00:00,202,334,84,312,7,36,1.19,24
2022-12-02 00:00:00,278,332,125,404,7,29,1.03,21
